,Unnamed: 0,c5,c1,c2,c3,c4,c6,c7,c8,c9,c10,c75,c132,c134,c136,c138,c139,c140,c141,c144,c145,c147,c149,c151,c152,c153,c155,c157,c160,c162,c203,c204,c214,c233,c234,c790,c22,c23,c24,c25,c26,c27,c30,c31,c33,c34,c35,c36,c37,c38,c39,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c102,c104,c106,c108,c110,c112,c113,c114,c115,c117,c118,c143,c240,c241,c242,c243,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c76,c250,c205,c206,c207,c208,c210,c41,c43,c45,c47,c49,c50,c52,c53,c54,c55,c56,c57,c58,c59,c119,c120,c121,c122,c126,c127,c128,c129,c130,c78,c80,c82,c84,c86,c88,c90,c92,c94,c96,c98,c100,c111,c123,c124,c125,c184,c192,c244,c40,c44,c46,c48,c51,c77,c79,c81,c83,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c156,c158,c161,c163,c183,c191,c229,c230,end_of_record
324,29720,19790916031359A,A,91,0.4,F,1979,9,16,19790916,1130,9,B,A, , , ,F,   ,1H71,1,H,7,1.0,3O  , , ,  ,  ,  ,40812,3135, , , , ,2642K,LUSCOM,8E          ,8,A694    ,SO,    ,1340.0,H ,      ,             ,      ,        ,  ,     ,EA,EA17,NY,GASPORT        ,PRIVATE                       ,36,,,,,,1,B,B,S,1.0,CLER,,G10,,,,,,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120419,1,N,1.0,0.0,S,43.0,O,180.0,40.0,40.0,1300.0,EA,EA17,NY,ENGINE STOPPED ON TAKEOFF. LANDED OFF END RUNWAY. FOUND WATER IN FUEL SYSTEM.                                      ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,28, , , ,OC,IH,S,8,   ,Y,N,N,F, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Forced Landing      ,Forced/Precautionary,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
325,29819,19790919027319A,A,91,0.4,F,1979,9,19,19790919,1700,9,Z,Y, , , ,F,   ,1H71,1,H,7,1.0,3O  , , ,  ,  ,  ,43256,2731, , , , ,3384A,PIPER ,PA22135     ,PA22  ,1A6     ,EA,    ,2781.0,H ,      ,             ,      ,        ,  ,     ,GL,GL18,IN,PERU           ,WEED                          ,,,225,4.0,,,1,B,B,S,1.0,CLER,,G10,,,,,3,4,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120419,1,N,1.0,0.0,P,43.0,J,217.0,8.0,8.0,313.0,GL,GL18,IN,ENGINE FAILED DURING TAKEOFF DUE TO WATER IN FUEL. AIRCRAFT CRASHED DURING ATTEMPTED EMERGENCY LANDING.            ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,28, , , ,IA,IB,S,8,   ,Y,Y,N,B, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,NO BIENNIAL FLIGHT R,TEACHER             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Control Coll With Gr,To Init Climb(1st Pw,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
326,29859,19791102034159A,A,91,0.4,F,1979,11,2,19791102,1300,9,Z,Y, , , ,F,   ,1H71,1,H,7,1.0,3O  ,3,O,TR,  ,  ,41239,3415, , , , ,2797Q,CESSNA,182,182,3A13    ,CE,    ,,H ,CONT  ,O470L        ,O470  ,E273    ,SO,O    ,SW,SW64,TX,HOUSTON        ,HOBBY                         ,35,,,,,,1,B,B,S,1.0,CLER,,G10,,,,,3,10,,,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120808,1,N,1.0,0.0,S,30.0,N,55.0,8.0,30.0,550.0,SW,SW64,TX,PILOT ATTEMPTED 180 DEGREE TURN WHEN ENGINE FAILED AFTER TAKEOFF. ENGINE FAILURE ATTRIBUTED TO WATR IN FUEL.       ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,73, , , ,OC,IB,M,8,   ,N,N,N,J, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Forced Landing      ,To Init Climb(1st Pw,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, 
327,29875,19791103056779I,I,91,-5,F,1979,11,3,19791103,2152,9,A,X, , , ,S,OPP,1H71,1,H,7,1.0,3O  , , ,  ,ZA,  ,135211,5677, , , , ,6522G,CESSNA,150L        ,150,3A19    ,CE,    ,,H ,      ,             ,      ,        ,  ,     ,SW,SW67,OK,OKLAHOMA CITY  ,WILEY POST                    ,17,,360,1.0,,,1,B,B,S,2.0,SCAT,,G10,,,,,11,17,,,3,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19820914,,,,20120808,1,N,1.0,0.0,S,33.0,O,76.0,0.0,0.0,76.0,SW,SW67,OK,"ENGINE QUIT FROM TOO RICH A MIXTURE, LANDED SHORT. PRIMER WAS UNLOCKED, MIXTURE FULL RICH, CARB HEAT ON.           ",                              ,  ,    ,           ,  ,    ,      ,None                ,ME,E,A, ,  , , , ,OC,BI,M,5,   ,N,N,N,F, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Fail/Incorrect Use M,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Forced Landing      ,Forced Landing      ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Night               ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,Unscheduled Landing ,                    ,                    ,                    ,,, 
328,30081,19790928027659A,A,91,0.4,F,1979,9,28,19790928,100,9,Z,Y, , , ,F,   ,1H71,1,H,7,1.0,3O  , , ,TR,  ,  ,43793,2765, , , , ,3564Y,CESSNA,182F        ,182,3A13    ,CE,    ,2892.0,H ,      ,             ,      ,        ,  ,     ,GL,GL08,MI,GLADWIN        ,,,,90,9.0,,,1,B,B,S,2.0,BRKN,GRIK,7,HAZ,,,,19,7,,,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19840409,,,,20120808,1,N,1.0,0.0,T,44.0,N,69.0,10.0,10.0,239.0,GL,GL08,MI,FOUND LEFT FUEL CAP IMPROPERLY INSTALLED. FUEL STAINS ON TOP OF LEFT WING.                                         ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,  , , , ,OC,DD,S,5,   ,N,N,N,F, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,NOT QUALIFIED       ,OTHER               ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Forced Landing      ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Night               ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, 
329,30091,19791014005659A,A,91,0.4,F,1979,10,14,19791014,1150,9,B,A,B,E, ,F,   ,1L71,1,L,7,1.0,3O  , , ,  ,  ,  ,39272,565, , , , ,2200H,UNIVAR,415C        ,415,A718    ,NM,    ,1685.0,L ,      ,             ,      ,        ,  ,     ,GL,GL66,SD,STURGIS        ,,,,90,4.0,,,1,B,B,S,1.0,BRKN,GRIK,G10,,,,,12,6,,,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19840409,,,,20120808,XX,N,0.0,1.0,R,50.0,N,4.0,4.0,4.0,298.0,GL,GL66,SD,STUDENT PILOT CARRYING PASSENGERS CRASHED SHORTLY AFTER TAKEOFF. WATER FOUND IN STRAINER. AIRCRAFT OUT OF LICENSE  ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,28, , , ,IA,DD,S,8,   ,N,N,N,F, ,8,STUDENT             ,NO RATING (OR STUDEN,STUDENT AIRPLANE OR ,NOT PROPERLY RATED  ,OTHER               ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Control Coll With Gr,Fcd/Prec Ldg From Cr,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,Flight Personnel    ,Violation           ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
330,30236,19791002050939I,I,91,-5,F,1979,10,2,19791002,136,9,Y,J, , ,S,O,OPP,1H71,1,H,7,1.0,3O  , , ,TR,  ,  ,39903,5093, , , , ,2377C,CESSNA,R182        ,182,3A13    ,CE,    ,,H ,      ,             ,      ,        ,  ,     ,GL,GL03,IL,ROCKFORD       ,MUNI                          ,36,,,,,,1,B,B,S,2.0,OCST,7000,8,,,,,34,16,G,22.0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120808,1,N,5.0,3.0,S,53.0,O,156.0,0.0,0.0,2179.0,GL,GL18,IN,PILOT RAN OUT OF FUEL DUE TO OPEN BOWL DRAIN ON THE FUEL STRAINER. HAD PREVIOUS PROBLEM IWTH STICKING DRAIN.       ,                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,II,E,A, ,28, , , ,JE,BI,M,5,IFT,Y,Y,N,F, ,3,PRIVATE PILOT       ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Collision With Fence,Forced Landing      ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Night               ,"FAA Sts, Policies Or",Other               ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, 
331,30448,19791029027649A,A,91,0.4,F,1979,10,29,19791029,945,9,Z,Y, , , ,F,   ,1L71,1,L,7,1.0,3O  , , ,  ,  ,  ,62835,2764, , , , ,9281T,PIPER ,PA38112     ,PA38  ,A18SO   ,EA,    ,671.0,L ,      ,             ,      ,        ,  ,     ,GL,GL65,OH,MARION         ,MUNI                          ,,,,,,,4,X,B,S,1.0,CLER,,5,,DRY,,,0,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120419,XX,N,0.0,1.0,S,36.0,N,47.0,20.0,20.0,47.0,GL,GL65,OH,PILOT FAILED TO PROPERLY SECURE SEAT. SEAT SLID BACK ON TAKEOFF.                                                   ,                              ,  ,    ,           ,  ,    ,      ,                    ,II,V,A, ,  , , , ,JB,IB,S,5,   ,N,N,N,H, , ,STUDENT             ,NO RATING (OR STUDEN,STUDENT AIRPLANE OR ,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Collision With Trees,To Init Climb(1st Pw,                    ,Pilot Induced       ,Instruction         ,Training            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
332,30564,19791116043249A,A,91,0.4,N,1979,11,16,19791116,1215,9,A,X, , , ,F,   ,    , , , ,,    , , ,  ,  ,  ,59102,4324, , , , ,8099J,PIPER ,601PSMITH   ,600,A17WE   ,WP,    ,283.0,  ,      ,             ,      ,        ,  ,     ,EA,EA61,NJ,CARLSTADT      ,TETERBORO                     ,1,,180,2.0,,,1,B,B,S,1.0,CLER,,G10,,DRY,,,32,15,G,27.0,2,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,19840409,,,,20120808,F9,N,10.0,3.0,M,37.0,K,0.0,0.0,0.0,8300.0,EA,EA10,PA,PILOT NOTICED & DISREGARDED BROKEN EXHAUST PIPE. AIRLINE CAUGHT FIRE IN AIR. TRIED TO RETURN. EXPLODED ON FINAL.   ,                              ,  ,    ,           ,  ,    ,      ,Visual Flight Rules ,II,F,A, ,78, , , ,MA,BD,D,9,   ,Y,N,N,G, ,1,A/LINE TRANSPORT PLT,ASMEL ASES          ,INSTRUMENT          ,"UNKNOWN, FOREIGN PIL",PROFESSIONAL PILOT  ,Inadequate Insp Of A,Fire After Crash    ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Fire Or Explosion-In,Final Approach      ,                    ,Inadequate Maintenan,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,                              ,                              ,                              ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
333,30851,19790929042239I,I,91,-5,N,1979,9,29,19790929,2030,9,Z,Y, , , ,S,   ,1H71,1,H,7,1.0,3O  ,3,O,  ,  ,  ,51841,4223, , , , ,6096K,CESSNA,150M        ,150,3A19    ,CE,    ,1742.0,H ,CONT  ,O200A        ,O200  ,E252    ,SO,O    ,SO,SO63,KY,LOUISVILLE     ,BOWMAN                        ,32,,,,,,1,B,B,S,2.0,OCST,3000,3,HAZ,,,,,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120419,1,N,1.0,0.0,S,22.0,B,22.0,5.0,17.0,63.0,SO,SO63,TN,TAXIED INTO UNMARKED MANHOLE NEAR UNLIGHTED TAXIWAY. AIRPLANES LANDING/TAXI LIGHT INOPERATIVE.                     ,                              ,  ,    ,           ,  ,    ,      ,None                ,AU,S,A, ,FN,V,I, ,JH,FB,M,7,   ,U,U,N,J,F,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,STUDENT             ,Attempt Operation Wi,"Inadequate Rwy, Taxi",Pilot-In-Command    ,                    ,Unsafe/Cond & Fail T,Other/Miscellaneous ,Airport Supervisory ,                    ,Coll With Airport Ha,Ops On Grnd From Ldg,                    ,"Miscellaneous, Other",Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Night               ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, 
334,30853,19791023031609A,A,91,0.4,F,1979,10,23,19791023,1115,9,Z,Y, , , ,F,   ,1H71,1,H,7,1.0,3O  , , ,TR,  ,  ,53313,3160, , , , ,65601,CESSNA,152,150,3A19    ,CE,    ,405.0,H ,      ,             ,      ,        ,  ,     ,EA,EA61,NJ,EAST HANOVER   ,EAST HANOVER                  ,27,,,,,,4,X,B,S,1.0,CLER,,7,,,,,0,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120419,XX,N,0.0,1.0,S,36.0,N,44.0,10.0,44.0,45.0,EA,EA61,NJ,ENGINE RAN ROUGH. STUDENT PILOT MISSED 1ST LANDING APPROCH. ENGINE QUIT ON BASE ON 2ND TRY. HIT TREES.             ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,28, , , ,JB,BI,S,5,   ,Y,N,N,A, ,8,STUDENT             ,NO RATING (OR STUDEN,STUDENT AIRPLANE OR ,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Collision With Trees,Forced Landing      ,                    ,Pilot Induced       ,Instruction         ,Training            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
335,30888,19791014052729I,I,91,-5,F,1979,10,14,19791014,1515,9,A,X, , , ,S,OPP,1H71,1,H,7,1.0,3O  ,3,O,TR,  ,  ,48225,5272, , , , ,49924,CESSNA,152,150,3A19    ,CE,    ,,H ,LYC   ,O235L2C      ,O235  ,E223    ,EA,O    ,GL,GL10,IN,GEORGETOWN     ,,,,,,,,1,B,B,S,1.0,CLER,,G10,,,,,14,3,,,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120808,1,N,1.0,0.0,S,36.0,O,100.0,0.0,0.0,140.0,SO,SO63,KY,"ENGINE BECAME ROUGH, PILOT CHECKED FOR CARB ICE. MADE PRECAUTIONARY LANDING IN A FIELD. PRIMER UNLOCKED AND OUT.   ",                              ,  ,    ,           ,  ,    ,      ,None                ,ME,O,A, ,II,O,A, ,SE,DD,M,5,   ,U,U,N,F,F,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Fail/Incorrect Use M,Precautionary Landin,Pilot-In-Command    ,                    ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,Other-Miscellaneous ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, 
336,30889,19791015052549I,I,135,-5,F,1979,10,15,19791015,2258,9,Y,J, , ,S,O,ATS,1L72,1,L,7,2.0,3O  , , ,  ,ZA,ZG,49619,5254, , , , ,5384F,PIPER ,PA34200T    ,PA34  ,A7SO    ,SO,    ,,L ,      ,             ,      ,        ,  ,     ,NM,NM66,WA,MOSES LAKE     ,GRANT CO                      ,32,,,,,,2,N,C,S,2.0,,,,,DRY,,,,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120419,9,N,5.0,3.0,S,26.0,K,130.0,0.0,0.0,2200.0,NM,NM61,WA,ENGINE QUIT AND WAS SHUTDOWN. CAUSE FOUND TO BE FUEL STARVATION DUE TO MISSING FUEL CAP.                           ,SEATTLE PACIFIC               ,WA,    ,S6198AT    ,NM,NWNW,      ,Instrument Flight Ru,II,V,A, ,  , , , ,SE,DA, ,5,VIS,U,U,N,F, ,3,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Normal Cruise       ,                    ,Pilot Induced       ,Business            ,None Or Other       ,Unknown             ,Weather Not A Factor,Night               ,"FAA Sts, Policies Or",Other               ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,Unscheduled Landing ,Declared Emergency  ,                    ,                    ,,, 
337,31049,19791222048669I,I,91,-5,F,1979,12,22,19791222,1900,9,A,X, , , ,O,ATS,1L71,1,L,7,1.0,3O  , , ,  ,  ,  ,64272,4866, , , , ,9706L,BEECH ,A24R        ,23,A1CE    ,CE,    ,,L ,      ,             ,      ,        ,  ,     ,CE,CE64,KS,MEADE          ,MUNI                          ,35,,,,,,2,N,B,S,2.0,OCST,,1,HAZ,DRY,GD,,28,20,,,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120808,1,N,1.0,0.0,S,53.0,O,139.0,0.0,0.0,689.0,CE,CE64,KS,PILOT ELECTED TO LAND GEAR UP DUE TO UNSAFE NOSE GEAR INDICATION. NO MALFUNCTION FOUND.                            ,                              ,  ,    ,           ,  ,    ,      ,None                ,ME,V,A, ,  , , , ,CA,HA,M,5,   ,N,N,N,F, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Wheels-Up Landing   ,Level Off Touchdown ,                    ,Pilot Induced       ,Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Night               ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
338,31051,19791222048699I,I,121,-5,F,1979,12,22,19791222,2335,9,B,E, , ,E,O,OPP,    , , , ,,    , , ,  ,ZA,  ,51208,4869, , , , ,591,BOEING,707/        ,707,4A21    ,NW,    ,,  ,      ,             ,      ,        ,  ,     ,SW,SW67,OK,TULSA          ,MUNI                          ,,,,,,,C,S,C,S,2.0,,,,,,,,,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120419,9,N,2.0,3.0,S,40.0,K,1000.0,0.0,0.0,9400.0,GL,GL03,IL,FLIGHT DIVERTED FOR ADDITIONAL FUEL. AIRCRAFT WAS IMPROPERLY FUELED FOR DEPARTURE.                                 ,AMERICAN AIRLIN               ,OK,AAL ,25,SW,SWSW,      ,Instrument Flight Ru,II,V,A, ,  , , , ,SE,DA, ,5,   ,U,U,N,F, ,3,AIRLINE TRANSPORT   ,AMEL                ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Normal Cruise       ,                    ,Pilot Induced       ,Scheduled Air Carrie,Passengers          ,Unknown             ,Weather Not A Factor,Night               ,Flight Personnel    ,Violation           ,                    ,                    ,                              ,                              ,                              ,                              ,                              ,                              ,Unscheduled Landing ,                    ,                    ,                    ,,, 
339,31191,19791129033509A,A,91,0.4,F,1979,11,29,19791129,800,9,Z,Y, , , ,D,   ,1G71,1,G,7,1.0,3O  , , ,  ,  ,  ,50995,3350, , , , ,58132,BELL  ,47G5A       ,47,2H3     ,SW,    ,3400.0,G ,      ,             ,      ,        ,  ,     ,SW,SW68,TX,ALICE          ,,,,,,,,7,N,B,S,1.0,CLER,,G10,,,,,0,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120419,3,N,21.0,0.0,S,53.0,K,4464.0,0.0,0.0,5029.0,SW,SW68,TX,TRIED TAKEOFF FROM TRAILER. SKID TIEDOWN FELL BACK IN PLACE. HELICOPTER ROLLED OVER OFF TRAILER.                   ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,  , , , ,FX,IC,S,5,   ,Y,N,N,J, ,8,COMMERCIAL PILOT    ,RH ASEL             ,RATINGS SHOWN BY 1ST,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Nose Up Or Over     ,To Vertical (Helicop,                    ,Pilot Induced       ,Industrial/Special  ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
340,31253,19791219034489A,A,133,0.4,F,1979,12,19,19791219,940,9,Z,Y, , , ,F,   ,1G71,1,G,7,1.0,3U  , , ,  ,  ,  ,51035,3448, , , , ,58270,HUGHES,369D        ,369,H3WE    ,WP,    ,278.0,G ,      ,             ,      ,        ,  ,     ,SW,SW62,LA,WESTWEGO       ,,,,,,,,7,N,B,S,1.0,,2500,5,HAZ,,,,0,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19840409,,,,20120419,9,N,30.0,3.0,S,40.0,K,274.0,132.0,132.0,2318.0,SW,SW62,LA,WIND RAISED LIGHT SLING LOAD . CABLE HIT TAILROTOR. MADE HARD AUTOROTATE LANDING.                                  ,OFFSHORE SUPPOR               ,LA,    ,SWNEW134   ,SW,SW62,      ,None                ,ME,E,A, ,  , , , ,OC,DD,S,5,   ,N,N,N,A, ,8,AIRLINE TRANSPORT   ,RH ASMEL ASES       ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Fail/Incorrect Use M,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Forced Landing      ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Industrial/Special  ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
