id,entity_gs,qid_gs,entity_tool,qid_tool,entity_sim,qid_sim_jc,qid_sim_class
19800217031649I,WING,161358,Quit,7272636,False,0.0,0.0
19800217031649I,WING,161358,Engine,18353587,False,0.05680150159730457,0.012460952298411952
19800217031649I,FUEL TANK,19903205,Takeoff,48719890,False,0.0,0.0
19800217031649I,FUEL TANK,19903205,WING,7950776,False,0.04720858736238753,0.03519493940863339
19800217031649I,FUEL TANK,19903205,Quit,7272636,False,0.0,0.0
19800217031649I,FUEL TANK,19903205,Engine,18353587,False,0.0186455865648949,0.006117093073916637
19800217031649I,SUMPS,1592793,Takeoff,48719890,False,-1,-1
19800217031649I,SUMPS,1592793,WING,7950776,False,-1,-1
19800217031649I,SUMPS,1592793,Quit,7272636,False,-1,-1
19800217031649I,SUMPS,1592793,Engine,18353587,False,-1,-1
19800217031649I,PREFLIGHT,2108354,Takeoff,48719890,False,0.0,0.0
19800217031649I,PREFLIGHT,2108354,WING,7950776,False,0.0,0.0
19800217031649I,PREFLIGHT,2108354,Quit,7272636,False,0.0,0.0
19800217031649I,PREFLIGHT,2108354,Engine,18353587,False,0.0,0.0
19790720021329A,HELICOPTER,34486,HElicopTEr,5629507,True,0.177928520894986,0.08860248920019582
19790720021329A,HELICOPTER,34486,OpenType Font,260180,False,0.07251834511161614,0.02988624833613819
19790720021329A,HELICOPTER,34486,Took,7824022,False,0.177928520894986,0.05620977466491793
19790720021329A,HELICOPTER,34486,Völtendorf Airport,1433926,False,0.177928520894986,0.07718863746583811
19790720021329A,HELICOPTER,34486,Crashed,5182414,False,0.35217305024000434,0.23716947858485188
19790720021329A,HELICOPTER,34486,Völtendorf Airport,1433926,False,0.177928520894986,0.07718863746583811
19790720021329A,HELICOPTER,34486,Trees,7837713,False,0.07251834511161614,0.026646573112302216
19790720021329A,LOAD,-1,HElicopTEr,5629507,False,-1,-1
19790720021329A,LOAD,-1,OpenType Font,260180,False,-1,-1
19790720021329A,LOAD,-1,Took,7824022,False,-1,-1
19790720021329A,LOAD,-1,Völtendorf Airport,1433926,False,-1,-1
19790720021329A,LOAD,-1,Crashed,5182414,False,-1,-1
19790720021329A,LOAD,-1,Völtendorf Airport,1433926,False,-1,-1
19790720021329A,LOAD,-1,Trees,7837713,False,-1,-1
19790720021329A,TREES,10884,HElicopTEr,5629507,False,0.0,0.0
19790720021329A,TREES,10884,OpenType Font,260180,False,0.0656009809323469,0.00873129948154879
19790720021329A,TREES,10884,Took,7824022,False,0.024724172493543306,0.003216391408004184
19790720021329A,TREES,10884,Völtendorf Airport,1433926,False,0.11353231067910496,0.0374505596241737
19790720021329A,TREES,10884,Crashed,5182414,False,0.0656009809323469,0.008244456490190746
19790720021329A,TREES,10884,Völtendorf Airport,1433926,False,0.11353231067910496,0.0374505596241737
19790720021329A,TREES,10884,Trees,7837713,True,0.0656009809323469,0.07178727635812326
19790720021329A,PREFLIGHT,2108354,HElicopTEr,5629507,False,0.0,0.0
19790720021329A,PREFLIGHT,2108354,OpenType Font,260180,False,0.0,0.0
19790720021329A,PREFLIGHT,2108354,Took,7824022,False,0.0,0.0
19790720021329A,PREFLIGHT,2108354,Völtendorf Airport,1433926,False,0.0,0.0
19790720021329A,PREFLIGHT,2108354,Crashed,5182414,False,0.0,0.0
19790720021329A,PREFLIGHT,2108354,Völtendorf Airport,1433926,False,0.0,0.0
19790720021329A,PREFLIGHT,2108354,Trees,7837713,False,0.0,0.0
19790720021329A,CRASH,3002150,HElicopTEr,5629507,False,0.02230882682754698,0.003149267517012593
19790720021329A,CRASH,3002150,OpenType Font,260180,False,0.11028986005658259,0.032471979077389204
19790720021329A,CRASH,3002150,Took,7824022,False,0.19453851634816843,0.04843250482895769
19790720021329A,CRASH,3002150,Völtendorf Airport,1433926,False,0.026964311159365928,0.004946151091132431
19790720021329A,CRASH,3002150,Crashed,5182414,False,0.09116656868692463,0.02260486557205903
19790720021329A,CRASH,3002150,Völtendorf Airport,1433926,False,0.026964311159365928,0.004946151091132431
19790720021329A,CRASH,3002150,Trees,7837713,False,0.09116656868692463,0.02541367332771179
19841214074599I,NOSEWHEEL STEERING,1002555,steering,18891017,True,0.0,0.0
19841214074599I,NOSEWHEEL STEERING,1002555,Brakes,4956042,False,0.0,0.0
19841214074599I,NOSEWHEEL STEERING,1002555,Aircraft,4698564,False,0.0,0.0
19841214074599I,NOSEWHEEL STEERING,1002555,Fence,1404586,False,0.0,0.0
19841214074599I,NOSEWHEEL STEERING,1002555,Lil Pump,38002101,False,0.0,0.0
19841214074599I,NOSEWHEEL STEERING,1002555,Breaker,849252,False,0.0,0.0
19841214074599I,NOSEWHEEL STEERING,1002555,OPEN,7072818,False,0.0,0.0
19841214074599I,BRAKES,1534839,steering,18891017,False,0.32721454236440695,0.35027301864179033
19841214074599I,BRAKES,1534839,Brakes,4956042,True,0.05437554743854078,0.015907817391009826
19841214074599I,BRAKES,1534839,Aircraft,4698564,False,0.16101364162154774,0.08154016770221616
19841214074599I,BRAKES,1534839,Fence,1404586,False,0.06562434606917777,0.05162036557843927
19841214074599I,BRAKES,1534839,Lil Pump,38002101,False,0.02049344987215629,0.0032273477979262465
19841214074599I,BRAKES,1534839,Breaker,849252,False,0.16101364162154774,0.111526121040251
19841214074599I,BRAKES,1534839,OPEN,7072818,False,0.06562434606917777,0.05162036557843927
19841214074599I,AIRCRAFT,11436,steering,18891017,False,0.42282487236535315,0.470989085307676
19841214074599I,AIRCRAFT,11436,Brakes,4956042,False,0.0768292549785009,0.029596243162406725
19841214074599I,AIRCRAFT,11436,Aircraft,4698564,True,0.19872380627125685,0.09383884846129542
19841214074599I,AIRCRAFT,11436,Fence,1404586,False,0.11001324783722966,0.10613787505541859
19841214074599I,AIRCRAFT,11436,Lil Pump,38002101,False,0.02529311380830901,0.003265110979538131
19841214074599I,AIRCRAFT,11436,Breaker,849252,False,0.19872380627125685,0.11320897028824095
19841214074599I,AIRCRAFT,11436,OPEN,7072818,False,0.11001324783722966,0.10613787505541859
19841214074599I,FENCE,148571,steering,18891017,False,0.3161400989650378,0.06465635847768034
19841214074599I,FENCE,148571,Brakes,4956042,False,0.0713425585551527,0.009628007792352842
19841214074599I,FENCE,148571,Aircraft,4698564,False,0.18553801338426235,0.13743431636604103
19841214074599I,FENCE,148571,Fence,1404586,True,0.09822848486752056,0.03954143792212364
19841214074599I,FENCE,148571,Lil Pump,38002101,False,0.02348682742552144,0.0012900981143949728
19841214074599I,FENCE,148571,Breaker,849252,False,0.18453211330992658,0.04267180713347525
19841214074599I,FENCE,148571,OPEN,7072818,False,0.09822848486752056,0.03954143792212364
19841214074599I,CIRCUIT BREAKER,211058,steering,18891017,False,0.29984875311424586,0.22614859637224136
19841214074599I,CIRCUIT BREAKER,211058,Brakes,4956042,False,0.05731477042531796,0.016151301071578986
19841214074599I,CIRCUIT BREAKER,211058,Aircraft,4698564,False,0.14824833766342838,0.06652228876598872
19841214074599I,CIRCUIT BREAKER,211058,Fence,1404586,False,0.06042158985430457,0.03867278897512127
19841214074599I,CIRCUIT BREAKER,211058,Lil Pump,38002101,False,0.01886871103553367,0.0020224136847377485
19841214074599I,CIRCUIT BREAKER,211058,Breaker,849252,True,0.14824833766342838,0.06316076248063086
19841214074599I,CIRCUIT BREAKER,211058,OPEN,7072818,False,0.06042158985430457,0.03867278897512127
19841214074599I,HYDRAULIC PUMP,1640143,steering,18891017,False,0.2994550006590817,0.4904694808906306
19841214074599I,HYDRAULIC PUMP,1640143,Brakes,4956042,False,0.0,0.0
19841214074599I,HYDRAULIC PUMP,1640143,Aircraft,4698564,False,0.14366484877406127,0.083139415281473
19841214074599I,HYDRAULIC PUMP,1640143,Fence,1404586,False,0.05855349682783262,0.04780661230249828
19841214074599I,HYDRAULIC PUMP,1640143,Lil Pump,38002101,True,0.0,0.0
19841214074599I,HYDRAULIC PUMP,1640143,Breaker,849252,False,0.14366484877406127,0.14155868322075535
19841214074599I,HYDRAULIC PUMP,1640143,OPEN,7072818,False,0.05855349682783262,0.04780661230249828
19860128014289I,FORWARD CARGO DOOR,124446960,Carlos González,2699280,False,-1,-1
19860128014289I,FORWARD CARGO DOOR,124446960,The Door,7730684,True,-1,-1
19860128014289I,FORWARD CARGO DOOR,124446960,OpenType Font,260180,False,-1,-1
19860128014289I,FORWARD CARGO DOOR,124446960,Dropped,18288025,False,-1,-1
19860128014289I,FORWARD CARGO DOOR,124446960,Bousso Airport,583916,False,-1,-1
19860128014289I,FORWARD CARGO DOOR,124446960,The Returned,17512813,False,-1,-1
19860128014289I,FORWARD CARGO DOOR,124446960,TNFSF14,18033284,False,-1,-1
19860128014289I,AIRCRAFT,11436,Carlos González,2699280,False,0.02529311380830901,0.0034936693747563566
19860128014289I,AIRCRAFT,11436,The Door,7730684,False,0.19872380627125685,0.11562189937712639
19860128014289I,AIRCRAFT,11436,OpenType Font,260180,False,0.10539846937176334,0.05373104022215497
19860128014289I,AIRCRAFT,11436,Dropped,18288025,False,0.19872380627125685,0.10924203267276214
19860128014289I,AIRCRAFT,11436,Bousso Airport,583916,False,0.19872380627125685,0.0943235087860577
19860128014289I,AIRCRAFT,11436,The Returned,17512813,False,0.19872380627125685,0.11562189937712639
19860128014289I,AIRCRAFT,11436,TNFSF14,18033284,False,0.0768292549785009,0.01691779919659842
19860128014289I,OBJECTS,488383,Carlos González,2699280,False,0.03590126976826402,0.00396244550846857
19860128014289I,OBJECTS,488383,The Door,7730684,False,0.10282168128107716,0.014928627145840336
19860128014289I,OBJECTS,488383,OpenType Font,260180,False,0.1809846704736252,0.028116880497486833
19860128014289I,OBJECTS,488383,Dropped,18288025,False,0.10282168128107716,0.015301147329376374
19860128014289I,OBJECTS,488383,Bousso Airport,583916,False,0.09525732414825916,0.01394152263188616
19860128014289I,OBJECTS,488383,The Returned,17512813,False,0.10282168128107716,0.014928627145840336
19860128014289I,OBJECTS,488383,TNFSF14,18033284,False,0.03590126976826402,0.004882939118702727
19860128014289I,WARNING LIGHT,-1,Carlos González,2699280,False,-1,-1
19860128014289I,WARNING LIGHT,-1,The Door,7730684,False,-1,-1
19860128014289I,WARNING LIGHT,-1,OpenType Font,260180,False,-1,-1
19860128014289I,WARNING LIGHT,-1,Dropped,18288025,False,-1,-1
19860128014289I,WARNING LIGHT,-1,Bousso Airport,583916,False,-1,-1
19860128014289I,WARNING LIGHT,-1,The Returned,17512813,False,-1,-1
19860128014289I,WARNING LIGHT,-1,TNFSF14,18033284,False,-1,-1
20000215010329A,MR. TIMOTHY ALLEN WELLS,215627,Wells,874666,True,0.0,0.0
20000215010329A,MR. TIMOTHY ALLEN WELLS,215627,PILOT,2044212,False,0.0,0.003798400051204626
20000215010329A,MR. TIMOTHY ALLEN WELLS,215627,The Command,2371533,False,0.0,0.015799766458973213
20000215010329A,MR. TIMOTHY ALLEN WELLS,215627,The Model,20653248,False,0.0,0.015799766458973213
20000215010329A,MR. TIMOTHY ALLEN WELLS,215627,Alexander Graham Bell,34286,False,0.1785549937306774,0.14928701103629066
20000215010329A,MR. TIMOTHY ALLEN WELLS,215627,G5,5512727,False,0.11494716529764792,0.11187080245348366
20000215010329A,PILOT,2095549,Wells,874666,False,0.08944659046389347,0.019039117194419218
20000215010329A,PILOT,2095549,PILOT,2044212,True,0.08944659046389347,0.03104687169375006
20000215010329A,PILOT,2095549,The Command,2371533,False,0.10830863029143645,0.06600593229492414
20000215010329A,PILOT,2095549,The Model,20653248,False,0.10830863029143645,0.06600593229492414
20000215010329A,PILOT,2095549,Alexander Graham Bell,34286,False,0.13253591932333908,0.3065685195224757
20000215010329A,PILOT,2095549,G5,5512727,False,0.1392094204898946,0.13050404206408653
20000215010329A,BELL HELICOPTER,815723,Wells,874666,False,0.06615857362305944,0.024805838241435188
20000215010329A,BELL HELICOPTER,815723,PILOT,2044212,False,0.06615857362305944,0.04561592596405272
20000215010329A,BELL HELICOPTER,815723,The Command,2371533,False,0.052369425920075874,0.025951218760212506
20000215010329A,BELL HELICOPTER,815723,The Model,20653248,False,0.052369425920075874,0.025951218760212506
20000215010329A,BELL HELICOPTER,815723,Alexander Graham Bell,34286,True,0.06310767819067042,0.06666435873392898
20000215010329A,BELL HELICOPTER,815723,G5,5512727,False,0.10560703568475827,0.3025904527531688
20000215010329A,MODEL BHT-47-G5,15056995,Wells,874666,False,0.0632663103339336,0.009632081336002643
20000215010329A,MODEL BHT-47-G5,15056995,PILOT,2044212,False,0.07976594317785757,0.05332287110386334
20000215010329A,MODEL BHT-47-G5,15056995,The Command,2371533,False,0.19253160101670386,0.11047791252536358
20000215010329A,MODEL BHT-47-G5,15056995,The Model,20653248,True,0.19253160101670386,0.11047791252536358
20000215010329A,MODEL BHT-47-G5,15056995,Alexander Graham Bell,34286,False,0.024504984015676023,0.014868869700508845
20000215010329A,MODEL BHT-47-G5,15056995,G5,5512727,False,0.0650194051825046,0.025367922248084693
20000215010329A,N4754R,-1,Wells,874666,False,-1,-1
20000215010329A,N4754R,-1,PILOT,2044212,False,-1,-1
20000215010329A,N4754R,-1,The Command,2371533,False,-1,-1
20000215010329A,N4754R,-1,The Model,20653248,False,-1,-1
20000215010329A,N4754R,-1,Alexander Graham Bell,34286,False,-1,-1
20000215010329A,N4754R,-1,G5,5512727,False,-1,-1
19801116083749I,LANDING,844947,Forced,16266633,False,0.08572939252916956,0.05995742289552382
19801116083749I,LANDING,844947,U.S. Immigration and Customs Enforcement,943091,False,0.032008747151827,0.012473787932583351
19801116083749I,LANDING,844947,Engine,18353587,False,0.032008747151827,0.02422496423402725
19801116083749I,LANDING,844947,engine fuel system,1786017,False,0.02250250309234303,0.005349640393789897
19801116083749I,ONE,199,Forced,16266633,False,0.11079612217266399,0.024507633270772367
19801116083749I,ONE,199,U.S. Immigration and Customs Enforcement,943091,False,0.10296531870850745,0.011122289096280397
19801116083749I,ONE,199,Engine,18353587,False,0.1477629985551724,0.01631599615529077
19801116083749I,ONE,199,engine fuel system,1786017,False,0.12185212192904205,0.007249245559936251
19801116083749I,ENGINE,44167,Forced,16266633,False,0.2991650089479493,0.12951346789825313
19801116083749I,ENGINE,44167,U.S. Immigration and Customs Enforcement,943091,False,0.07218728535053387,0.008807331492431465
19801116083749I,ENGINE,44167,Engine,18353587,True,0.07218728535053387,0.021930154980440812
19801116083749I,ENGINE,44167,engine fuel system,1786017,True,0.16697515870824098,0.07826790254451965
19801116083749I,ICE,23392,Forced,16266633,False,0.1323883388491487,0.022996760734202967
19801116083749I,ICE,23392,U.S. Immigration and Customs Enforcement,943091,False,0.02091381684892868,0.0017385979704035324
19801116083749I,ICE,23392,Engine,18353587,False,0.059897430488998316,0.011759633065247788
19801116083749I,ICE,23392,engine fuel system,1786017,False,0.20728660129031606,0.0637734771696511
19801116083749I,FUEL SYSTEM,4698552,Forced,16266633,False,0.11574956133244874,0.04537106375138524
19801116083749I,FUEL SYSTEM,4698552,U.S. Immigration and Customs Enforcement,943091,False,0.048516726415802736,0.008889218671407921
19801116083749I,FUEL SYSTEM,4698552,Engine,18353587,False,0.048516726415802736,0.01861008792268568
19801116083749I,FUEL SYSTEM,4698552,engine fuel system,1786017,True,0.9175015287750972,0.8401819736786476
19850315007389A,PILOT,2095549,descent,74026205,False,0.11961822343988704,0.0788984727092075
19850315007389A,PILOT,2095549,PILOT,2044212,True,0.08944659046389347,0.03104687169375006
19850315007389A,PILOT,2095549,Dundo Airport,3497613,False,0.1392094204898946,0.09183530359735326
19850315007389A,PILOT,2095549,Icing,5986470,False,0.23304077246465194,0.09894716028113201
19850315007389A,PILOT,2095549,Lost Control,6683945,False,0.10830863029143645,0.059536863091159506
19850315007389A,PILOT,2095549,altimeter,216197,False,0.025208889099264442,0.0022734776147517416
19850315007389A,PILOT,2095549,instrument flight rules,847919,False,0.10830863029143645,0.0797921128012975
19850315007389A,PILOT,2095549,FORECAST,5426878,False,0.0,0.0
19850315007389A,ALTITUDE,190200,descent,74026205,False,0.021503681928443763,0.0015322945141338171
19850315007389A,ALTITUDE,190200,PILOT,2044212,False,0.22230508213550104,0.09423721788305642
19850315007389A,ALTITUDE,190200,Dundo Airport,3497613,False,0.1561122335295856,0.038251487658814184
19850315007389A,ALTITUDE,190200,Icing,5986470,False,0.06362667868140937,0.011290185322658006
19850315007389A,ALTITUDE,190200,Lost Control,6683945,False,0.29932463311573043,0.11351976013516403
19850315007389A,ALTITUDE,190200,altimeter,216197,False,0.530615894175882,0.16189302001663375
19850315007389A,ALTITUDE,190200,instrument flight rules,847919,False,0.10016622827471222,0.02074326528042049
19850315007389A,ALTITUDE,190200,FORECAST,5426878,False,0.0,0.0
19850315007389A,ICING,12060664,descent,74026205,False,0.0,0.0
19850315007389A,ICING,12060664,PILOT,2044212,False,0.0,0.0
19850315007389A,ICING,12060664,Dundo Airport,3497613,False,0.0,0.0
19850315007389A,ICING,12060664,Icing,5986470,True,0.0,0.0
19850315007389A,ICING,12060664,Lost Control,6683945,False,0.0,0.0
19850315007389A,ICING,12060664,altimeter,216197,False,0.0,0.0
19850315007389A,ICING,12060664,instrument flight rules,847919,False,0.0,0.0
19850315007389A,ICING,12060664,FORECAST,5426878,False,0.0,0.0
19850315007389A,LOST CONTROL,29017603,descent,74026205,False,0.23844301959407532,0.2909803495795079
19850315007389A,LOST CONTROL,29017603,PILOT,2044212,False,0.026301259969146784,0.003841599068905864
19850315007389A,LOST CONTROL,29017603,Dundo Airport,3497613,False,0.04092111788329855,0.019111476049082657
19850315007389A,LOST CONTROL,29017603,Icing,5986470,False,0.11522826926733332,0.15132159904520598
19850315007389A,LOST CONTROL,29017603,Lost Control,6683945,True,0.11522826926733332,0.06486796873799487
19850315007389A,LOST CONTROL,29017603,altimeter,216197,False,0.0,0.0
19850315007389A,LOST CONTROL,29017603,instrument flight rules,847919,False,0.2144585442903436,0.1836413903343376
19850315007389A,LOST CONTROL,29017603,FORECAST,5426878,False,0.0,0.0
19850315007389A,ALTIMETER,216197,descent,74026205,False,0.0,0.0
19850315007389A,ALTIMETER,216197,PILOT,2044212,False,0.05855349682783262,0.0160680249866565
19850315007389A,ALTIMETER,216197,Dundo Airport,3497613,False,0.14366484877406127,0.060728847788064436
19850315007389A,ALTIMETER,216197,Icing,5986470,False,0.05855349682783262,0.020277722356954936
19850315007389A,ALTIMETER,216197,Lost Control,6683945,False,0.27545841333935694,0.20261952565058697
19850315007389A,ALTIMETER,216197,altimeter,216197,True,1.0,0.9999999999999999
19850315007389A,ALTIMETER,216197,instrument flight rules,847919,False,0.04720858736238753,0.009599537226723817
19850315007389A,ALTIMETER,216197,FORECAST,5426878,False,0.0,0.0
19850315007389A,ICING,12060664,descent,74026205,False,0.0,0.0
19850315007389A,ICING,12060664,PILOT,2044212,False,0.0,0.0
19850315007389A,ICING,12060664,Dundo Airport,3497613,False,0.0,0.0
19850315007389A,ICING,12060664,Icing,5986470,True,0.0,0.0
19850315007389A,ICING,12060664,Lost Control,6683945,False,0.0,0.0
19850315007389A,ICING,12060664,altimeter,216197,False,0.0,0.0
19850315007389A,ICING,12060664,instrument flight rules,847919,False,0.0,0.0
19850315007389A,ICING,12060664,FORECAST,5426878,False,0.0,0.0
20070630826079I,AIRCRAFT,11436,RAB35,18036036,False,0.0768292549785009,0.01691779919659842
20070630826079I,AIRCRAFT,11436,Aircraft,4698564,True,0.19872380627125685,0.09383884846129542
20070630826079I,AIRCRAFT,11436,Into,975490,False,0.19872380627125685,0.10740189011333708
20070630826079I,AIRCRAFT,11436,The Climb,4126730,False,0.19872380627125685,0.11562189937712639
20070630826079I,AIRCRAFT,11436,aircraft engine,743004,True,0.5364496218481964,0.3241657110679946
20070630826079I,AIRCRAFT,11436,Fuckin' Problems,130740,False,0.3933330567681035,0.30763818220164696
20070630826079I,RAY AIRPORT,35292471,RAB35,18036036,False,0.0555427329267425,0.022939399106490673
20070630826079I,RAY AIRPORT,35292471,Aircraft,4698564,False,0.3323157753451822,0.6114997459577539
20070630826079I,RAY AIRPORT,35292471,Into,975490,False,0.14366484877406127,0.09322573636972574
20070630826079I,RAY AIRPORT,35292471,The Climb,4126730,False,0.14366484877406127,0.0817670911265926
20070630826079I,RAY AIRPORT,35292471,aircraft engine,743004,False,0.17799438008917812,0.11222092869926485
20070630826079I,RAY AIRPORT,35292471,Fuckin' Problems,130740,False,0.14366484877406127,0.0711277655534952
20070630826079I,TAKEOFF,854248,RAB35,18036036,False,0.07714413000735765,0.04767502325204509
20070630826079I,TAKEOFF,854248,Aircraft,4698564,False,0.03206569517951441,0.017989691733500048
20070630826079I,TAKEOFF,854248,Into,975490,False,0.0,0.0
20070630826079I,TAKEOFF,854248,The Climb,4126730,False,0.1680492289938934,0.10522948975495786
20070630826079I,TAKEOFF,854248,aircraft engine,743004,False,0.0,0.0
20070630826079I,TAKEOFF,854248,Fuckin' Problems,130740,False,0.08588191708116844,0.040178392440044404
20070630826079I,AIRCRAFT,11436,RAB35,18036036,False,0.0768292549785009,0.01691779919659842
20070630826079I,AIRCRAFT,11436,Aircraft,4698564,True,0.19872380627125685,0.09383884846129542
20070630826079I,AIRCRAFT,11436,Into,975490,False,0.19872380627125685,0.10740189011333708
20070630826079I,AIRCRAFT,11436,The Climb,4126730,False,0.19872380627125685,0.11562189937712639
20070630826079I,AIRCRAFT,11436,aircraft engine,743004,True,0.5364496218481964,0.3241657110679946
20070630826079I,AIRCRAFT,11436,Fuckin' Problems,130740,False,0.3933330567681035,0.30763818220164696
20070630826079I,ENGINE,44167,RAB35,18036036,False,0.07218728535053387,0.016863092874990188
20070630826079I,ENGINE,44167,Aircraft,4698564,False,0.18671705346175327,0.10736003194048871
20070630826079I,ENGINE,44167,Into,975490,False,0.18671705346175327,0.1401733259330745
20070630826079I,ENGINE,44167,The Climb,4126730,False,0.18671705346175327,0.08888942437085451
20070630826079I,ENGINE,44167,aircraft engine,743004,True,0.9346015050604317,0.5942838212699803
20070630826079I,ENGINE,44167,Fuckin' Problems,130740,False,0.3695681497192992,0.260660461130631
20070630826079I,PROBLEMS,621184,RAB35,18036036,False,0.0,0.0
20070630826079I,PROBLEMS,621184,Aircraft,4698564,False,0.03277084162917632,0.004693585305097546
20070630826079I,PROBLEMS,621184,Into,975490,False,0.0,0.0
20070630826079I,PROBLEMS,621184,The Climb,4126730,False,0.2364306980564702,0.07281362443292187
20070630826079I,PROBLEMS,621184,aircraft engine,743004,False,0.0,0.0
20070630826079I,PROBLEMS,621184,Fuckin' Problems,130740,True,0.11079849830604338,0.023904045534436136
19900425011659A,FUEL,1875633,Royal Australian Navy,741691,False,0.0,0.0
19900425011659A,FUEL,1875633,ferry flight,331837,False,0.02402202153099664,0.002793706825985101
19900425011659A,FUEL,1875633,Republican Left of Catalonia,150068,False,0.01987453397994432,0.002502429139013793
19900425011659A,FUEL,1875633,Pond,2103520,False,0.0,0.0
19900425011659A,FUEL,1875633,Common Agricultural Policy,220687,False,0.06241281057579229,0.01713023181341659
19900425011659A,FUEL,1875633,FUEL,5427266,True,0.245356876737023,0.08301992970621903
19900425011659A,FERRY FLIGHT,331837,Royal Australian Navy,741691,False,0.02844944880889433,0.013646327230190259
19900425011659A,FERRY FLIGHT,331837,ferry flight,331837,True,1.0,1.0
19900425011659A,FERRY FLIGHT,331837,Republican Left of Catalonia,150068,False,0.02844944880889433,0.012840363093538174
19900425011659A,FERRY FLIGHT,331837,Pond,2103520,False,0.02844944880889433,0.016124413595808528
19900425011659A,FERRY FLIGHT,331837,Common Agricultural Policy,220687,False,0.018285335000758907,0.0032271163284680977
19900425011659A,FERRY FLIGHT,331837,FUEL,5427266,False,0.06844411029495223,0.020233373715708363
19900425011659A,PONTOON,693340,Royal Australian Navy,741691,False,0.053414330020476575,0.0189222719395966
19900425011659A,PONTOON,693340,ferry flight,331837,False,0.0201311792946397,0.004070599398795863
19900425011659A,PONTOON,693340,Republican Left of Catalonia,150068,False,0.053414330020476575,0.02204461561314912
19900425011659A,PONTOON,693340,Pond,2103520,False,0.053414330020476575,0.024891751060530112
19900425011659A,PONTOON,693340,Common Agricultural Policy,220687,False,0.053414330020476575,0.023171670230409804
19900425011659A,PONTOON,693340,FUEL,5427266,False,0.12743409800054017,0.03954727698509555
19900425011659A,LANDING,844947,Royal Australian Navy,741691,False,0.032008747151827,0.020706471836763565
