c5_id,c119_input,entities,labels_raw,labels,confidence
19800127019329I,FORCED LANDING FROM ENGINE FAILURE. DESCREPANCY HAD BEEN WRITTEN UP AND AERO CLUB CAUTIONED ABOUT NEEDED MAINT.    ,AERO,"[{'value': 'MISC', 'confidence': 0.4591551721096039}]",MISC,0.4591551721096039
19800219031689I,ENGINE QUIT IMMEDIATELY AFTER TAKEOFF. WATER WAS FOUND IN GASCOLATOR..                                             ,GASCOLATOR.,"[{'value': 'LOC', 'confidence': 0.6693607568740845}]",LOC,0.6693607568740845
19800413049409I,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,NORMAN,"[{'value': 'LOC', 'confidence': 0.28724414110183716}]",LOC,0.28724414110183716
19800523016979A,AILERONS HOOKED UP BACKWARD BY MAINTENANCE. WING-TIP HIT RUNWAY AFTER LIFT-OFF. PILOT FAILED TO CHECK CONTROLS.    ,AILERONS,"[{'value': 'ORG', 'confidence': 0.6740849018096924}]",ORG,0.6740849018096924
19800523016979A,AILERONS HOOKED UP BACKWARD BY MAINTENANCE. WING-TIP HIT RUNWAY AFTER LIFT-OFF. PILOT FAILED TO CHECK CONTROLS.    ,WING-TIP,"[{'value': 'ORG', 'confidence': 0.4240964651107788}]",ORG,0.4240964651107788
19800707059709I,NOSEGEAR COLLAPSED ON TAKEOFF. PILOT HAD MADE PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY.                            ,NOSEGEAR,"[{'value': 'ORG', 'confidence': 0.5393481254577637}]",ORG,0.5393481254577637
19801002072409I,ZD ZE NOSE BAGGAGE DOOR CAME OPEN ON TAKEOFF RUN. ABORTED TAKEOFF AND RAN OFF END OF RUNWAY. AC OUT OF ANNUAL      ,ZD ZE,"[{'value': 'ORG', 'confidence': 0.7366119623184204}]",ORG,0.7366119623184204
19801009081049I,PILOT STARTED TO TAXI FROM TIEDOWN SPOT WHEN RIGHT BRAKE FAILED. AIRCRAFT STRUCK PARKED AIRCRAFT.                  ,TIEDOWN,"[{'value': 'MISC', 'confidence': 0.5775198340415955}]",MISC,0.5775198340415955
19800922070659I,PROPELLER PICKED UP GROUNDING CABLE FROM RAMP AND DAMAGED AIRCRAFT.                                                ,PROPELLER,"[{'value': 'ORG', 'confidence': 0.5040284991264343}]",ORG,0.5040284991264343
19801105083419I,ZA PILOT STOPPED FOR FUEL. ON TAKEOFF ENGINE QUIT. WTER FOUND IN FUEL TANKS STRAINER AND T FITTING.                ,WTER,"[{'value': 'PER', 'confidence': 0.7974978089332581}]",PER,0.7974978089332581
19801114074879I,"ZE ZW NOSE BAGGAGE DOOR CAME OPEN AT ROTATION, TAKE OFF ABORTED. SLID SIDEWAYS ON ICE AND SNOW, GEAR COLLAPSED.    ",ZE,"[{'value': 'ORG', 'confidence': 0.5434112548828125}]",ORG,0.5434112548828125
19801024077939I,"ZA ZG ZR NOSE GEAR COULD NOT BE EXTENDED, STUCK BY LOOSE GEAR DOOR. AIRCRAFT NOT RELEASED BY MAINTENANCE.          ",ZA ZG ZR,"[{'value': 'ORG', 'confidence': 0.7077296773592631}]",ORG,0.7077296773592631
19801219084719I,"ZG PILOT COULD NOT KEEP RIGHT ENGINE RUNNING.  ON INSPECTION, WATER FOUND IN FUEL.                                 ",ZG PILOT,"[{'value': 'ORG', 'confidence': 0.6828058958053589}]",ORG,0.6828058958053589
19801223087949I,"ZE ABORTED TAKEOFF, RUN OFF END OF RUNWAY. FOUND ICE BUILDUP ON WINGS.                                             ",ZE,"[{'value': 'PER', 'confidence': 0.9668688178062439}]",PER,0.9668688178062439
19801227088119I,"ZD ZW UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR STRUT WAS FLAT, HUNG UP WHEN RETRACTED.                      ",ZD ZW,"[{'value': 'ORG', 'confidence': 0.508331224322319}]",ORG,0.508331224322319
19801227089509I,ZA ZG ZK NOSE WHEEL AND LOWER STRUT SEPARATED FROM THE AIRCRAFT AFTER LIFT OFF DUE TO A BROKEN AND MISSING BOLT.   ,ZA ZG ZK,"[{'value': 'ORG', 'confidence': 0.686210552851359}]",ORG,0.686210552851359
19801213084659I,"ZA ENGINE LOST POWER, EMERGENCY LANDING IN FIELD.  TEE FITTING AT LOWEST POINT SOLIDE ICE RESTRICTING FUEL FLOW.   ",ZA,"[{'value': 'ORG', 'confidence': 0.766571581363678}]",ORG,0.766571581363678
19810131013859I,ZA ENGINE MALFUNCTION AND EMERGENCY LANDING. SUSPECTED WATER IN FUEL SYSTEM.                                       ,ZA,"[{'value': 'ORG', 'confidence': 0.42886990308761597}]",ORG,0.42886990308761597
19801207087339I,ZN FAILED TO EXTEND GEAR BEFORE LANDING. GEAR WARNING HORN HAD BEEN REMOVED AND THE PILOT HAD BEEN SO ADVISED.     ,ZN,"[{'value': 'ORG', 'confidence': 0.8854672908782959}]",ORG,0.8854672908782959
19810130002279A,ENGINE QUIT ON TAKEOFF. DID NOT USE ALTERNATE AIR. POSSIBLE WATER IN FUEL. DITCHED IN LAKE.                        ,LAKE,"[{'value': 'LOC', 'confidence': 0.6787520051002502}]",LOC,0.6787520051002502
19801230089799I,"FLAT NOSE STRUT FAILED TO EXTEND BEFORE RETRACTION. IT CAUGHT ON AIRPLANE STRUCTURE, BROKE THE BELLCRANK. COLLAPSED",BELLCRANK,"[{'value': 'MISC', 'confidence': 0.5184696316719055}]",MISC,0.5184696316719055
19801209089649I,ZE NOSE WHEEL STEERING DAMAGED BY A 3 INCH VERTICAL RIDGE IN NEWLY LAID RUNWAY SURFACE. SURFACE NOT COMPLIANCE 139 ,ZE,"[{'value': 'PER', 'confidence': 0.46031346917152405}]",PER,0.46031346917152405
19810121002899A,"ICED-UP, NEAR GROSS. CIRCLED TO LAND, FAILED TO SET PROPS OR USE DEICE SYSTEMS. GROUND IMPACT SHORT OF RUNWAY.     ",ICED-UP,"[{'value': 'ORG', 'confidence': 0.9356429576873779}]",ORG,0.9356429576873779
19801225078089A,FORGOT TO REMOVE WHEELS & TOWBAR PRIOR TO FLIGHT. TOWBAR STRUCK GROUND FIRST ON LANDING. HELICOPTER ROLLED OVER.   ,TOWBAR,"[{'value': 'PER', 'confidence': 0.4755723774433136}]",PER,0.4755723774433136
19810308035069I,DURING LANDING ATC COULD NOT UNDERSTAND PILOT. LATER INVESTIGATION REVEALED AND EXPIRED MEDICAL CERTIFICATE.       ,ATC,"[{'value': 'ORG', 'confidence': 0.4455503523349762}]",ORG,0.4455503523349762
19810718058739I,AIRCRAFT TOUCHED DOWN ON CONCRETE PART OF DRAINAGE AREA ON NEW AIRPORT. DAMAGED GEAR PROPELLER AND WING.           ,NEW AIRPORT,"[{'value': 'LOC', 'confidence': 0.6390826106071472}]",LOC,0.6390826106071472
19810710059589I,ZA AFTER TAKEOFF PIECE OF COWLING DEPARTED AIRCRAFT. RETURNED. FOUND LATCHES HAD NOT BEEN SECURED PROPERLY.        ,COWLING,"[{'value': 'PER', 'confidence': 0.5204265713691711}]",PER,0.5204265713691711
19810624044319I,ZA PILOT LANDED IN FIELD AFTER RUNNING OUT OF FUEL. STATED HE FILLED TANK NIGHT BEFORE BUT DID NOT CHECK ON PREFLT ,ZA PILOT,"[{'value': 'ORG', 'confidence': 0.8854170739650726}]",ORG,0.8854170739650726
19810623052439I,ZA UNLATCHED ACCESS DOOR TORE OFF IN FLIGHT. MECHANIC FAILED TO FASTEN. PILOT FAILED TO CHECK.                     ,ZA,"[{'value': 'ORG', 'confidence': 0.6341479420661926}]",ORG,0.6341479420661926
19810914071419I,"JACK PAD FELL FROM WING DURING TAKEOFF, STRUCK AND DAMAGED REAR PROPELLER. PILOT COULD NOT SYNCRONIZE PROPELLERS.  ",JACK,"[{'value': 'PER', 'confidence': 0.4874635338783264}]",PER,0.4874635338783264
19810913072109I,"ZA ZG SUSPECTED FUEL LEAK, RETURNED, NO FUEL LEAK. CORK TYPE VISUAL INDICATOR STUCK, THEN DROPPED SUDDENLY.        ",ZA ZG,"[{'value': 'ORG', 'confidence': 0.5391901880502701}]",ORG,0.5391901880502701
19820204001319I,ZA PILOT TOOK OFF WITH GEAR PINS STILL IN. RETURNED TO AIRPORT AND HAD THEM REMOVED.                               ,ZA PILOT,"[{'value': 'ORG', 'confidence': 0.6686810255050659}]",ORG,0.6686810255050659
19820108003389I,ORDERED APU DISCONNECT. BEGAN TAXI WITH APU STILL ATTACHED. APU CAUGHT FIRE. COMPANY ACTION AGAINST CREW.          ,APU,"[{'value': 'ORG', 'confidence': 0.6602849960327148}]",ORG,0.6602849960327148
19820502025009I,"PILOT FLEW CROSS COUNTRY WITH LOW BATTERY. HAD RADIO TROUBLE, UNABLE TO ACTIVATE RUNWAY LIGHTS, DIVERTED TO LOGAN. ",LOGAN,"[{'value': 'PER', 'confidence': 0.6156632900238037}]",PER,0.6156632900238037
19820320018339I,LOOSE COWLING AFTER TAKEOFF. COWLING SEPARATED FROM AIRCRAFT. NO OTHER DAMAGE.                                     ,COWLING,"[{'value': 'PER', 'confidence': 0.9829367399215698}]",PER,0.9829367399215698
19820519017529A,"BELIEVED COWLING LOOSE,CLOSED THROTTLE, CRASH LANDED SHORT OF RUNWAY RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS. ",COWLING,"[{'value': 'PER', 'confidence': 0.9603741765022278}]",PER,0.9603741765022278
19820311007049I,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,MEMPHIS,"[{'value': 'LOC', 'confidence': 0.9502615928649902}]",LOC,0.9502615928649902
19820418009679A,LOST BOTH ENGINES ON AN IFR CLIMBOUT. CRASHED INTO TREES AND BURNED TRYING TO RETURN. WAS SERVICED WITH JET FUEL.  ,IFR,"[{'value': 'MISC', 'confidence': 0.7610908150672913}]",MISC,0.7610908150672913
19820405009239A,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING.                        ,AILERON,"[{'value': 'ORG', 'confidence': 0.6914076805114746}]",ORG,0.6914076805114746
19820829052799I,RIGHT ENGINE OIL QUANITY DECREASED. DIVERTED TO HOUSTON. FOUND OIL CAP OFF ON RIGHT ENGINE.                        ,HOUSTON,"[{'value': 'LOC', 'confidence': 0.9571406841278076}]",LOC,0.9571406841278076
19820822040209A,LOST CONTROL ON LANDING. AIRPLANE TURNED SIDEWAYS AND COLLAPSED LEFT GEAR RUDDER JAMMED BY UNSTOWED STARTER CRANK. ,CRANK,"[{'value': 'PER', 'confidence': 0.795269787311554}]",PER,0.795269787311554
19820708037199I,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ",COWLING,"[{'value': 'PER', 'confidence': 0.9906903505325317}]",PER,0.9906903505325317
19820708037199I,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ",COWLING,"[{'value': 'PER', 'confidence': 0.9976994395256042}]",PER,0.9976994395256042
19820613024279A,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,RIVER LEVEE,"[{'value': 'LOC', 'confidence': 0.9612515270709991}]",LOC,0.9612515270709991
19820725041999I,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ",COWLING,"[{'value': 'PER', 'confidence': 0.9998599290847778}]",PER,0.9998599290847778
19821009063279I,PILOT HIT A POST ON LANDING ROLLOUT. POST LOCATED 27 FEET FROM CENTERLINE. POST HIDDEN BY SAGEBRUSH.               ,SAGEBRUSH,"[{'value': 'ORG', 'confidence': 0.7610056400299072}]",ORG,0.7610056400299072
19830506025439A,"PILOT WAS ATTEMPTING NIGHT LANDING ON UNLIGHTED STRIP. CARLIGHTS DIRECTED WRONG WAY, AIRCRAFT LANDED SHORT.        ",CARLIGHTS,"[{'value': 'PER', 'confidence': 0.957554817199707}]",PER,0.957554817199707
19830618040089I,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED.,COWLING,"[{'value': 'PER', 'confidence': 0.5394679307937622}]",PER,0.5394679307937622
19830618040089I,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED.,COWLING,"[{'value': 'PER', 'confidence': 0.9929637312889099}]",PER,0.9929637312889099
19830618040089I,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED.,COWLING,"[{'value': 'PER', 'confidence': 0.9826810956001282}]",PER,0.9826810956001282
19830715043429I,ON TAKEOFF HEARD A NOISE FOLLOWED BY A VIBRATION. RETURNED. FOUND COWLING MISSING. COWLING WAS NOT PROPERLY SECURED,COWLING,"[{'value': 'PER', 'confidence': 0.9914419054985046}]",PER,0.9914419054985046
19830803044649I,NO AIRSPEED ON DEPARTURE. CONTINUED TO DESTINATION. FAA RAMP CHECK SHOWED PITOT PLUGGED WITH MUD. NO BIENNIAL.     ,FAA,"[{'value': 'ORG', 'confidence': 0.7145814895629883}]",ORG,0.7145814895629883
19830530021939A,TOOK OFF WITH LONG LINE AND LOAD ATTACHED. NOSE JERKED DOWN AT END OF THE LINE. CRASHED INVERTED.                  ,NOSE,"[{'value': 'PER', 'confidence': 0.6520839929580688}]",PER,0.6520839929580688
19830521020499A,ASSEMBLED RUDDERVATOR INCORRECTLY. PITCH UP ON TOW. CUT LOOSE AND STALLED 45 DEGREE NOSE AND WING DOWN GROUND IMPAC,IMPAC,"[{'value': 'ORG', 'confidence': 0.4442911148071289}]",ORG,0.4442911148071289
19831008053479A,AIRCRAFT CRASHED ON FINAL APPROACH AS PILOT WAS RETURNING AFTER COWLING CAME LOOSE AFTER TAKEOFF.                  ,COWLING,"[{'value': 'PER', 'confidence': 0.9997636675834656}]",PER,0.9997636675834656
19831024068389I,CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION. MADE PRECAUTIONARY LANDING. TOWBAR HAD BEEN LEFT IN NOSE WHEEL.        ,TOWBAR,"[{'value': 'PER', 'confidence': 0.7705854773521423}]",PER,0.7705854773521423
19830816041679A,ENGINE QUIT WHILE APPROACHING AIRPORT. LANDED SHORT IN MUD AND FLIPPED OVER. MUD DAUBERS HAD BLOCKED FUEL VENTS.   ,MUD DAUBERS,"[{'value': 'ORG', 'confidence': 0.7515088021755219}]",ORG,0.7515088021755219
19840118011879I,LANDED ON A ROAD DUE TO FUEL EXHAUSTION 30 MINUTES AFTER TAKEOFF. SUSPECT FUEL SUMP FROZE IN OPEN POSITION         ,OPEN,"[{'value': 'MISC', 'confidence': 0.5593867301940918}]",MISC,0.5593867301940918
19831201059529A,PILOT FORGOT TO REMOVE AILERON CONTROL LOCK AND COULD NOT CONTROL AIRCRAFT AFTER TAKEOFF.                          ,AILERON,"[{'value': 'ORG', 'confidence': 0.5651630759239197}]",ORG,0.5651630759239197
19840315006369A,CFI GAVE ENGINE OUT ON TAKEOFF. STUDENT USED WRONG RUDDER. FAILED CUT POWER CFI FAILED TO ACT. STRUCK DIRT BANK.   ,CFI,"[{'value': 'ORG', 'confidence': 0.9977121353149414}]",ORG,0.9977121353149414
19840717046169I,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP. PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS.  ,ROTORS BLADES,"[{'value': 'ORG', 'confidence': 0.8831760585308075}]",ORG,0.8831760585308075
19840530038939A,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ",GYRO SYSTEM,"[{'value': 'MISC', 'confidence': 0.6608598232269287}]",MISC,0.6608598232269287
19840805042689A,STUDENT PILOT CARRYING PASSENGER ATTEMPTED TAKEOFF WITH FULL FLAPS EXTENDED. ARICRAFT STALLED AFTER LIFT OFF.      ,ARICRAFT,"[{'value': 'ORG', 'confidence': 0.5553882718086243}]",ORG,0.5553882718086243
19841020061099A,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH THE WHEELS EXTENDED. THE AIRCRAFT NOSED OVER IN THE WATER.         ,AMPHIBIAM,"[{'value': 'MISC', 'confidence': 0.8800625801086426}]",MISC,0.8800625801086426
19840911047989A,STRUCK TREE AND NOSED OVER DURING EMERGENCY LANDING DUE TO LACK OF ENGINE RESPONSE. PRIMER IN OPEN POSITION.       ,OPEN,"[{'value': 'MISC', 'confidence': 0.9276944994926453}]",MISC,0.9276944994926453
19840917049329A,"STRONG GUSTY WINDS EXCEEDED MAX X WIND COMPONENT, LANDED LONG, GO AROUND, HIT TREE AND POLE. FLAPS, GEAR EXTENDED. ",MAX,"[{'value': 'MISC', 'confidence': 0.5428127646446228}]",MISC,0.5428127646446228
19841113071509I,"NOSE GEAR COLLAPSED ON ROLLOUT. TURN STOP ON STRUT COLLAR SHEARED, TRUNION SPREAD. PROBABLY FROM TOWING AIRCRAFT.  ",TRUNION,"[{'value': 'PER', 'confidence': 0.6233594417572021}]",PER,0.6233594417572021
19841121073629I,"ENGINE QUIT AFTER TAKEOFF. LANDED IN FIELD. 2 QUARTS OF WATER IN LEFT FUEL TANK, WATER IN CARBURETOR, GASCOLATOR.  ",GASCOLATOR,"[{'value': 'LOC', 'confidence': 0.7359377145767212}]",LOC,0.7359377145767212
19841117062449A,"PILOT LEFT FUEL STRAINER VALVE IN THE OPEN POSITION. FUEL STARVATION, BOTH ENGINES QUIT, EMERGENCY LANDING.        ",OPEN,"[{'value': 'MISC', 'confidence': 0.8454094529151917}]",MISC,0.8454094529151917
19841231071989I,ENGINE COWLING CAME LOOSE ON INBOARD SIDE. NORMAL LANDING MADE. COWLING FASTNERS WERE UNLOCKED.                    ,COWLING,"[{'value': 'PER', 'confidence': 0.5463514924049377}]",PER,0.5463514924049377
19841107064049I,OPEN CREW DOOR SEPARATED FROM AIRCRAFT DUE TO JET BLAST FROM ANOTHER AIRCRAFT.                                     ,OPEN,"[{'value': 'MISC', 'confidence': 0.5141552090644836}]",MISC,0.5141552090644836
19850103007209I,"NOTAM SAID 50 FT WIDTH SNOW CLEARED. AREA CLEARED WAS 30 FT WITH CURVE. WHEEL STRUCK SNOWBANK, ENGINES INTO SNOW.  ",NOTAM,"[{'value': 'ORG', 'confidence': 0.94842129945755}]",ORG,0.94842129945755
19850211002549A,"RETURNING WITH OPEN NOSE BAGGAGE DOOR, LEFT PROP FEATHERED, GEAR DOWN. BANKED LEFT AND NOSED INTO TREES AND GROUND.",OPEN,"[{'value': 'MISC', 'confidence': 0.9743285179138184}]",MISC,0.9743285179138184
