index,c5_id,c119_text,entities,labels
25945,19790623022919A,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.                           ,ACFT CRASHED & BURNED,ORG
26139,19790429005459A,ACFT NOT FLOWN FOR 2 WKS. SEVERE RAIN. PILOT SAID THAT THERE WAS WATER IN FUEL                                     ,WKS,ORG
26349,19790609011809A,AFTER TAKEOFF LOST ELECT. POWER. LANDED ON AIRPORT. LANDING GEAR NOT LOCKED DOWN. GENERATORS NOT TURNED ON.        ,AIRPORT,LOC
27061,19790609024769A,ENG. FAILED ON TAKEOFF. WATER IN FUEL. ACFT PARKED OUTSIDE FOR 11 MONTHS WITH PARTIALLY EMPTY FUEL TANKS.          ,ENG,ORG
27452,19790809030499I,ZA AFTER INSTRUCTIONAL MANUEVERS ENGINE FAILED. GASCOLATOR SHOWED FUEL CONTAMINATED WITH DIRT AND WATER.           ,ZA,ORG
27752,19790807024709A,PILOT ABORTED TAKEOFF & WHILE APPLYING BRAKES SEAT CAME LOOSE CAUSING PILOT'S FEET TO RELEASE BRAKES. ACFT CRASHED ,PILOT'S,PER
27752,19790807024709A,PILOT ABORTED TAKEOFF & WHILE APPLYING BRAKES SEAT CAME LOOSE CAUSING PILOT'S FEET TO RELEASE BRAKES. ACFT CRASHED ,ACFT CRASHED,ORG
28245,19790817031829I,ZA ZG STUDENT PILOT RAN OUT OF GAS AFTER 1 HOUR FLIGHT. FUEL GAUGES ALSO READ INCORRECTLY.                         ,ZA ZG,ORG
28886,19790716019189I,AIRSTAIR DOOR CAME OPEN AFTER TAKEOFF. DURING LANDING DOOR DRUG ON RUNWAY TEARING LOOSE FROM AIRCRAFT.             ,AIRSTAIR,PER
28886,19790716019189I,AIRSTAIR DOOR CAME OPEN AFTER TAKEOFF. DURING LANDING DOOR DRUG ON RUNWAY TEARING LOOSE FROM AIRCRAFT.             ,OPEN,MISC
28910,19790710018689I,ELECTRICAL FAILURE RESULTED IN MANUAL GEAR EXTENSION. PILOT FAILED TO REENGAGE CLUTCH TO LOCK GEAR IN PLACE.       ,REENGAGE,PER
29505,19790904034369I,ZA ZG ZH EMERGENCY LANDING DUE TO FUEL CONTAMINATED WITH WATER.                                                    ,ZA ZG,ORG
30236,19791002050939I,PILOT RAN OUT OF FUEL DUE TO OPEN BOWL DRAIN ON THE FUEL STRAINER. HAD PREVIOUS PROBLEM IWTH STICKING DRAIN.       ,OPEN,MISC
31455,19791228036809A,TRIED TO TAKE OFF WITH SNOW & ICE ON ACFT. UNABLE TO CLIMB. RAN OFF END RWY INTO A BARN.                           ,ACFT,ORG
272,19800120016369I,AIRCRAFT DIVERTED TO LOS ANGELES DUE TO STICKING FLAP. LUBRICATED FLAP JACKSCREW. RETURNED TO SERVICE.             ,LOS ANGELES,LOC
314,19800127019329I,FORCED LANDING FROM ENGINE FAILURE. DESCREPANCY HAD BEEN WRITTEN UP AND AERO CLUB CAUTIONED ABOUT NEEDED MAINT.    ,DESCREPANCY,PER
958,19800208002479A,PILOT REPORTED THROTTLE FROZE WIDE OPEN. MADE HARD LANDING. HELICOPTER HAD SNOW AND ICE ON SURFACE AT DEPARTURE.   ,OPEN,MISC
1708,19800229004169A,TURNED ON NOSE WHEEL STEERING TURNING FINAL. WHEEL WAS TURNED TO LEFT ON TOUCHDOWN. VEERED INTO SNOWBANK.          ,TOUCHDOWN,PER
2372,19800507051499I,ABORTED TAKEOFF WHEN ACCESS DOOR LIGHT CAME ON. TAXIED BACK INTO POSITION AND DEPARTED.                            ,TAXIED,PER
3100,19800413049409I,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,ROLLOUT.PLANE,PER
3100,19800413049409I,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,NORMAN,PER
4948,19800707059709I,NOSEGEAR COLLAPSED ON TAKEOFF. PILOT HAD MADE PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY.                            ,NOSEGEAR,ORG
5632,19800722062269I,REAR AIRSTAIRS CAME OPEN IN FLIGHT.                                                                                ,OPEN,MISC
6068,19801002072409I,ZD ZE NOSE BAGGAGE DOOR CAME OPEN ON TAKEOFF RUN. ABORTED TAKEOFF AND RAN OFF END OF RUNWAY. AC OUT OF ANNUAL      ,ZD ZE,PER
6068,19801002072409I,ZD ZE NOSE BAGGAGE DOOR CAME OPEN ON TAKEOFF RUN. ABORTED TAKEOFF AND RAN OFF END OF RUNWAY. AC OUT OF ANNUAL      ,OPEN,MISC
6068,19801002072409I,ZD ZE NOSE BAGGAGE DOOR CAME OPEN ON TAKEOFF RUN. ABORTED TAKEOFF AND RAN OFF END OF RUNWAY. AC OUT OF ANNUAL      ,AC,ORG
6124,19801009081049I,PILOT STARTED TO TAXI FROM TIEDOWN SPOT WHEN RIGHT BRAKE FAILED. AIRCRAFT STRUCK PARKED AIRCRAFT.                  ,TIEDOWN,PER
7236,19800907069679I,"DOWNLOCK PINS IMPROPERLY INSTALLED AFTER LANDING, NOT FLAGGED, NOT REMOVED BEFORE TAKEOFF.                         ",DOWNLOCK,PER
7277,19801114074879I,"ZE ZW NOSE BAGGAGE DOOR CAME OPEN AT ROTATION, TAKE OFF ABORTED. SLID SIDEWAYS ON ICE AND SNOW, GEAR COLLAPSED.    ",ZE ZW,PER
7424,19801024077939I,"ZA ZG ZR NOSE GEAR COULD NOT BE EXTENDED, STUCK BY LOOSE GEAR DOOR. AIRCRAFT NOT RELEASED BY MAINTENANCE.          ",ZA ZG,ORG
7590,19801031066869A,PILOT FAILED TO REPLACE OIL FILLER CAP BEFORE TAKEOFF. ENGINE SIEZED OUT OF OIL. CRASH LANDED ON PRIVATE STRIP.    ,PRIVATE STRIP,MISC
7809,19801130080689I,PILOT STARTED ENGINE AND TAXIED OUT WITH TOW BAR STILL ATTACHED. PROPELLER WAS DAMAGED.                            ,TAXIED,PER
7826,19801208085609I,ENGINE LOST POWER AT CRUISE. LANDED ON HIGHWAY. CAUSE OF WATER CONTAMINATION UNKNOWN.                              ,HIGHWAY,LOC
7904,19801223087949I,"ZE ABORTED TAKEOFF, RUN OFF END OF RUNWAY. FOUND ICE BUILDUP ON WINGS.                                             ",ZE,PER
8470,19801119080409I,"REAR CARGO DOOR CAME OPEN AT V1, FLIGHT RETURNED. REASON FOR DOOR OPENING IS UNDER INVESTIGATION.                  ",OPEN,MISC
9033,19810207003009A,ENGINE QUIT ON TAKEOFF. CRASH-LANDED IN ROUGH FIELD OFF AIRPORT. FUEL VENT CAPS INCORRECTLY INSTALLED.             ,AIRPORT,LOC
9061,19810130002279A,ENGINE QUIT ON TAKEOFF. DID NOT USE ALTERNATE AIR. POSSIBLE WATER IN FUEL. DITCHED IN LAKE.                        ,LAKE,LOC
9227,19801209089649I,ZE NOSE WHEEL STEERING DAMAGED BY A 3 INCH VERTICAL RIDGE IN NEWLY LAID RUNWAY SURFACE. SURFACE NOT COMPLIANCE 139 ,ZE,PER
9562,19801225078089A,FORGOT TO REMOVE WHEELS & TOWBAR PRIOR TO FLIGHT. TOWBAR STRUCK GROUND FIRST ON LANDING. HELICOPTER ROLLED OVER.   ,TOWBAR,PER
10739,19810516026109A,"FAILED TO LOCK CANOPY BEFORE TAKEOFF. CANOPY CAME OPEN. LOST CONTROL. LANDED IN MUDDY FIELD, FLIPPED OVER.         ",CANOPY CAME OPEN,MISC
10914,19810315009829A,"USED FLAPS IN PLACE OF SPEED BRAKE. OVERSHOT RUNWAY. STALLED, TRYING A GO-AROUND FOR ALTERNATE RUNWAY.             ",GO-AROUND,PER
11104,19810519026869A,TRIED TO TAKE OFF WITH SKIDS TIED DOWN. HELICOPTER FELL OFF HELIPAD ONTO LOWER DECK. TIE-DOWN NOT FLAGGED.         ,SKIDS,PER
11265,19810507022549A,"FAILED TO ASSURE DOOR SECURED PRIOR TO TAKEOFF. DOOR OPEN ON CLIMBOUT. LOST CONTROL, CRASH-LANDED OFF END OF RUNWAY",DOOR OPEN,MISC
11558,19810718058739I,AIRCRAFT TOUCHED DOWN ON CONCRETE PART OF DRAINAGE AREA ON NEW AIRPORT. DAMAGED GEAR PROPELLER AND WING.           ,NEW AIRPORT,LOC
11628,19810710059589I,ZA AFTER TAKEOFF PIECE OF COWLING DEPARTED AIRCRAFT. RETURNED. FOUND LATCHES HAD NOT BEEN SECURED PROPERLY.        ,ZA,ORG
12311,19810624044319I,ZA PILOT LANDED IN FIELD AFTER RUNNING OUT OF FUEL. STATED HE FILLED TANK NIGHT BEFORE BUT DID NOT CHECK ON PREFLT ,ZA,PER
12407,19810622037779A,PILOT ENGROSSED IN RETRACTING ENGINE ON MOTORIZED GLIDER LOST EXCESS ALTITUDE AND CRASHED ON RIDGE.                ,RIDGE,LOC
12753,19810623052439I,ZA UNLATCHED ACCESS DOOR TORE OFF IN FLIGHT. MECHANIC FAILED TO FASTEN. PILOT FAILED TO CHECK.                     ,ZA UNLATCHED,PER
12785,19810727060849A,TRIED TO TAKE OFF WITH TIEDOWN ROPE ATTACHED TO SKID. LOST CONTROL. HELICOPTER ROLLED OFF TOP OF BUILDING.         ,TIEDOWN,PER
13053,19810710045939A,"UNABLE TO ROTATE. ABORTED TOO LATE. HIT AUTO OFF END OF RUNWAY. FACTORS; PARK BRAKE ON, TRIM NOSE DOWN, AIR DENSITY",PARK,LOC
13578,19810914071419I,"JACK PAD FELL FROM WING DURING TAKEOFF, STRUCK AND DAMAGED REAR PROPELLER. PILOT COULD NOT SYNCRONIZE PROPELLERS.  ",JACK PAD,PER
13800,19810913072109I,"ZA ZG SUSPECTED FUEL LEAK, RETURNED, NO FUEL LEAK. CORK TYPE VISUAL INDICATOR STUCK, THEN DROPPED SUDDENLY.        ",ZA ZG,ORG
14270,19810915059859I,"ZA ENGINE QUIT, LANDED OK. FOUND WATER IN FUEL TANK.                                                               ",ZA ENGINE,ORG
14429,19811021083749I,LOUD POP AND VIBRATION IN FLIGHT. STRUCK WING ON A TREE LANDING ON A ROAD. FUEL TANK COVER OPEN. NOT SECURED.      ,COVER OPEN,MISC
14808,19810906055409A,BAGGAGE DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED LATE. RAN OFF END OF RUNWAY. HAD FAILED TO SECURE DOOR PROPERLY.   ,OPEN,MISC
14906,19810912058779A,AIRCRAFT WHEEL HIT HOLE IN RUNWAY SHEARING OFF GEAR AND CAUSING AIRCRAFT TO VEER OFF RUNWAY.                       ,VEER,PER
15177,19810913058939A,PILOT ATTEMPTED TAKEOFF WITH FLAPS. AIRCRAFT REACHED 200 TO 300 FEET THEN CRASHED OFF AIRPORT.                     ,AIRPORT,LOC
15906,19820204001319I,ZA PILOT TOOK OFF WITH GEAR PINS STILL IN. RETURNED TO AIRPORT AND HAD THEM REMOVED.                               ,ZA,PER
16254,19820108003389I,ORDERED APU DISCONNECT. BEGAN TAXI WITH APU STILL ATTACHED. APU CAUGHT FIRE. COMPANY ACTION AGAINST CREW.          ,APU,ORG
16272,19820202005199I,VIBRATION EN ROUTE. DOOR LIGHT CAME ON. TURNING OFF AUTOPILOT LIGHT WENT OFF. BAGGAGE DOOR OPEN. LOST LUGGAGE.     ,OPEN,MISC
17216,19820502025009I,"PILOT FLEW CROSS COUNTRY WITH LOW BATTERY. HAD RADIO TROUBLE, UNABLE TO ACTIVATE RUNWAY LIGHTS, DIVERTED TO LOGAN. ",LOGAN,LOC
17222,19820320018339I,LOOSE COWLING AFTER TAKEOFF. COWLING SEPARATED FROM AIRCRAFT. NO OTHER DAMAGE.                                     ,COWLING,PER
17456,19820523020949A,LOOSE COWLING. LANDED ON ISLAND FIELD. FASTENED COWLING. NOSED OVER TRYING TO TAKEOFF ON ROUGH GROUND.             ,ISLAND FIELD,MISC
17537,19820507014589A,"UNSECURED CARGO STRAP BLEW OUT OPEN DOOR AND TANGLED IN TAIL ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING",OPEN,MISC
17874,19820602025369I,"ENGINE QUIT ON VECTORS TO ILS APPROACH. LANDED OFF AIRPORT. FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL",AIRPORT,LOC
18024,19820415009459A,MAINTENANCE PUT AIRCRAFT ON FLIGHT LINE WITH GEAR DOORS OPEN. PILOT FAILED TO REMEMDY PRIOR TO TAXI FOR TAKEOFF.   ,OPEN,MISC
18229,19820407008349A,"VIBRATION AFTER LIFTOFF. UNABLE TO CLIMB. LANDED ON GRASS NEAR RUNWAY, STRUCK FENCE. ICE & SNOW ON AIRCRAFT.       ",STRUCK FENCE,LOC
18348,19820311007049I,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,MEMPHIS,LOC
18448,19820415009889A,"FAILED TO CLIMB ON LIFTOFF. ABORTED, BOUNCED OFF END OF RUNWAY. PILOT HAD ELEVATOR TRIM IN NOSE DOWN RANGE.        ",BOUNCED,PER
18575,19820405009239A,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING.                        ,AILERON,PER
18575,19820405009239A,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING.                        ,COULN'T,PER
19741,19820829052799I,RIGHT ENGINE OIL QUANITY DECREASED. DIVERTED TO HOUSTON. FOUND OIL CAP OFF ON RIGHT ENGINE.                        ,HOUSTON,LOC
19960,19820822040209A,LOST CONTROL ON LANDING. AIRPLANE TURNED SIDEWAYS AND COLLAPSED LEFT GEAR RUDDER JAMMED BY UNSTOWED STARTER CRANK. ,UNSTOWED,ORG
19968,19820704036229I,"TOOK OFF WITH FORWARD BAGGAGE DOOR OPEN. TWO PIECES OF BAGGAGE FELL OUT,CARGO DOOR WARNING LIGHT INOPERATIVE.      ",OPEN,MISC
20200,19820620036089I,"NOISE IN AIRCRAFT, PREPARED TO LAND IN A FIELD, FOUND POP CAN UNDER PEDALS. FLEW THRU POWERLINE. LANDED AT BASE.   ",LANDED,ORG
20200,19820620036089I,"NOISE IN AIRCRAFT, PREPARED TO LAND IN A FIELD, FOUND POP CAN UNDER PEDALS. FLEW THRU POWERLINE. LANDED AT BASE.   ",BASE,LOC
20232,19820708037199I,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ",COWLING,PER
20232,19820708037199I,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ",OPEN,MISC
20232,19820708037199I,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ",COWLING,PER
20283,19820613024279A,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,SAILPLANE,PER
20432,19820725041999I,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ",COWLING,PER
21089,19820924054129I,RAN OUT OF FUEL EN ROUTE. LANDED ON A BEACH. HAD FAILED TO SECURE SUMP DRAIN ON PREFLIGHT. FUEL LEAKED OUT         ,BEACH,LOC
21097,19820926054109I,NOSE GEAR JAMMED ON GEAR RETRACTION AFTER TAKEOFF. LANDED NOSE GEAR UP. HOMEMADE TOW BAR HAD BEEN LEFT IN WHEEL HUB,WHEEL HUB,LOC
21336,19821121070559I,PARACHUTIST WAS UNABLE TO OPEN MAIN CHUTE DUE TO BRIDLE LINE UNDER BREAST STRAP. RESERVE NOT DEPLOYED.             ,OPEN,MISC
21624,19821117066379I,PILOT UNABLE TO PRESSURIZE. FOUND ACCESS DOOR SLIGHTLY OPEN. DEPRESSURIZED. DOOR OPENED FULLY. STOPPED BY FUSELAGE.,OPEN,MISC
21624,19821117066379I,PILOT UNABLE TO PRESSURIZE. FOUND ACCESS DOOR SLIGHTLY OPEN. DEPRESSURIZED. DOOR OPENED FULLY. STOPPED BY FUSELAGE.,DEPRESSURIZED,ORG
21669,19821009063279I,PILOT HIT A POST ON LANDING ROLLOUT. POST LOCATED 27 FEET FROM CENTERLINE. POST HIDDEN BY SAGEBRUSH.               ,POST LOCATED,ORG
21965,19821119059299A,ENGINE QUIT ON TAKEOFF. STRUCK TREES ON TURNBACK TO RUNWAY.AIRPLANE SAT OUT FOR SIX MONTHS.TWO THIRDS WATER IN FUEL,RUNWAY.AIRPLANE,PER
22449,19820915054019I,BAGGAGE DOOR CAME OPEN IN FLIGHT. A FILM CANISTER FELL OUT AND WENT THROUGH A ROOF. DOOR NOT PROPERLY SECURED.     ,OPEN,MISC
23888,19830404013119A,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,AIRPORT,LOC
23888,19830404013119A,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,AIRPORT,LOC
24364,19830506025439A,"PILOT WAS ATTEMPTING NIGHT LANDING ON UNLIGHTED STRIP. CARLIGHTS DIRECTED WRONG WAY, AIRCRAFT LANDED SHORT.        ",UNLIGHTED STRIP,MISC
24521,19830423068089I,LOST POWER AT CRUISE ALTITUDE. LANDED ON LAKE. BROKE THROUGH ICE. FOUND RAGS IN CARBURETOR AIR INTAKE BOX.         ,LAKE,LOC
24704,19830120014919I,LEFT OIL PRESSURE DROPPED. SECURED ENGINE. LANDED AT NEAREST AIRPORT. LOST OIL THRU A UNSECURED OIL CAP.           ,LANDED,ORG
24704,19830120014919I,LEFT OIL PRESSURE DROPPED. SECURED ENGINE. LANDED AT NEAREST AIRPORT. LOST OIL THRU A UNSECURED OIL CAP.           ,NEAREST AIRPORT,LOC
24927,19830618040089I,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED.,COWLING,PER
24927,19830618040089I,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED.,COWLING,PER
25157,19830715043429I,ON TAKEOFF HEARD A NOISE FOLLOWED BY A VIBRATION. RETURNED. FOUND COWLING MISSING. COWLING WAS NOT PROPERLY SECURED,COWLING,PER
25185,19830617038439I,ENGINE QUIT ON TAKEOFF. LANDED STRAIGHT AHEAD OFF END OF RUNWAY. FUEL FILTER DRAIN PARTLY OPEN. LEAKING.           ,OPEN,MISC
25964,19830725039029A,AIRCRAFT COLLIDED WITH UNMARKED PILE OF DIRT OFF THE APPROACH END OF RUNWAY DURING NIGHT APPROACH FOR LANDING.     ,UNMARKED,PER
26281,19830614046699A,LOST CONTROL OF AIRCRAFT ON THE TAKEOFF ROLL WHILE TRYING TO CLOSE A WINDOW LEFT OPEN PRIOR TO TAKEOFF.            ,OPEN,MISC
26340,19830726038139A,SUPPORT STRAPS CARRIED IN OPEN SLING LOAD BUCKET BLEW INTO TAIL ROTOR DURING DESCENT FOR LANDING. LOST TAIL CONTROL,OPEN,MISC
26709,19830816050659I,PILOT STATES PASSENGER OPENED BAGGAGE DOOR AND DID NOT CLOSE IT PROPERLY. DOOR CAME OPEN ON TAKEOFF.               ,OPEN,MISC
27076,19831008053479A,AIRCRAFT CRASHED ON FINAL APPROACH AS PILOT WAS RETURNING AFTER COWLING CAME LOOSE AFTER TAKEOFF.                  ,COWLING,PER
27077,19831024068389I,CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION. MADE PRECAUTIONARY LANDING. TOWBAR HAD BEEN LEFT IN NOSE WHEEL.        ,TOWBAR,PER
27089,19831127058759A,GROUND CREW PUT SLING ON HOOK INSTEAD OF IN HELICOPTER AS PILOT INDICATED. FOULED TAIL ROTOR. CAUSED A CRASH.      ,FOULED,PER
27422,19830812044949A,ENGINE QUIT AT 300 FT ON TAKEOFF. STRUCK A TRACTOR LANDINGON NEARBY AG STRIP. WATER IN BLADDER FUEL TANK WRINKLES. ,AG STRIP,MISC
27460,19831111070839I,LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL. ABORTED BUT UNABLE TO STOP ON WET SLUSH. RAN OFF END OF RUNWAY.  ,DAME OPEN,MISC
