index,c5_id,c119_text,entities,labels
17616,19780625035919I,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE GASCOLATOR BOWL.                ,250 FEET,QUANTITY
18297,19780820049069I,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,OAT FIELD,FAC
18707,19780629034269I,FLIGHT HAD FILED IFR BUT TOOK OFF VFR. WAS CONSIDERED A RADIO FAILURE BY ATC. ALSO CARGO DOOR WAS OPENED ON TAKEOFF,ATC,ORG
18729,19780725039589I,PILOT REFUELED FROM A 55 GAL DRUM AND DID NOT CHECK FOR WATER. ENGINE QUIT ON TAKEOFF DUE TO WATER IN THE FUEL.    ,55,CARDINAL
19622,19780825038179I,15 MINUTES AFTER TAKEOFF AIRCRAFT WAS LANDED ON GOLF COURSE DUE TO FUEL EXHAUSTION.                                ,15 MINUTES,TIME
19622,19780825038179I,15 MINUTES AFTER TAKEOFF AIRCRAFT WAS LANDED ON GOLF COURSE DUE TO FUEL EXHAUSTION.                                ,GOLF COURSE,FAC
20339,19780921019829I,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.           ",MAINTENANCE HANGAR,FAC
20751,19781020041019A,ACFT STRUCK COM POLES & CONCRETE WALL & BURNED. NO 4 ROD ASY (PN 41A2) FAILED FOR UNKN RSN.                        ,4,CARDINAL
21905,19781230019999I,PILOT ASSUMED TANKS TO BE FULL. DID NOT CHECK. ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION.                  ,ONE,CARDINAL
21980,19790107000829I,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.             ",6,CARDINAL
22006,19790111000619I,ENGINE QUIT AFTER LIFTOFF. LANDED GEAR UP. FOUND WATER IN FUEL AND 3 FOULED SPARK PLUGS.                           ,3,CARDINAL
22466,19790102000919I,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.          ,RIGHT BRAKE MASTER CYLINDER,PRODUCT
22466,19790102000919I,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.          ,5 MONTHS,DATE
22757,19781117041969A,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,TKOF,ORG
23629,19790223006939I,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,B99,PRODUCT
24085,19790224005689A,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,4 DAYS LATER,DATE
24436,19790410008789A,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,FUEL TANKER,PRODUCT
24543,19790222003429A,ATTEMPTED TAKEOFF AT 6700 FT ALTITUDE WITH FROST ON WINGS.ACFT SETTLED ONTO ICE AND SNOW COVERED LAKE.             ,6700 FT,QUANTITY
24568,19790412014049I,PRECAUTIONARY LANDING WHEN ONE SIDE OF THE ENGINE COWL CAME OPEN DUE TO A LOOSE DZUS FASTENER.                     ,ONE,CARDINAL
24596,19790222003439A,ACRFT WAS SERVICED 65 DAYS PRIOR TO ACCIDENT. HAD NOT BEEN FLOWN PRIOR TO DATE OF ACCIDENT. WATER FOUND IN FUEL.   ,65 DAYS,DATE
24830,19790210002629A,FCD LDG AT NIGHT. HARD LDG ON APT. FUEL STAINS FOUND FROM WING DRAINS TO FUSELAGE. LESS THAN 2 GALS FUEL ONBOARD.  ,2,CARDINAL
25044,19790210002639A,AIRCRAFT CRASHED ON FIRST TEST FLIGHT AFTER REBUILDING. AILERON CONTROLS REVERSED.                                 ,AILERON,ORG
25171,19790209002599A,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ",TAXIWAY,FAC
25171,19790209002599A,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ",AIRPORT,FAC
25836,19790603012119A,"ENGINE STOPPED AFTER 25-FT AGL LIFTOFF. PLT TRIED TO BANK ACFT,STALLED, HIT GROUND. FAILED TO ASSURE FUEL VALVE ON.",25-FT,QUANTITY
25939,19790513010459A,PILOT LANDED ON WHAT HE THOUGHT TO BE ONE FOOT HIGH GRASS. IT TURNED OUT TO BE THREE FEET HIGH. ACFT NOSED OVER.   ,ONE FOOT,QUANTITY
25945,19790623022919A,ENGINE WAS SPUTTERING ON TAKEOFF. ACFT CRASHED & BURNED. FOUND SOME WATER IN FUEL LINES.                           ,ACFT,ORG
25959,19790609016529A,ROPE BROKE DURING AERO TOW TAKE OFF WHEN GLIDER WAS 140 FEET ABOVE GROUND. CRASH OCCURRED DURING FORCED LANDING.   ,140 FEET,QUANTITY
26139,19790429005459A,ACFT NOT FLOWN FOR 2 WKS. SEVERE RAIN. PILOT SAID THAT THERE WAS WATER IN FUEL                                     ,2 WKS,DATE
26437,19790625015009A,ENGINE FAILED IN FLT. TWO & ONE HALF QUARTS OF WATER WERE DRAINED FROM THE GAS TANK AFTER THE ACCIDENT.            ,TWO & ONE HALF QUARTS,QUANTITY
26606,19790513026659I,"LOSS OF OIL PREESURE PRECEEDED ENGINE SHUTDOWN. VECTORS TO AIRPORT, 8 QUARTS OIL ADDED. ENGINE HAD MINOR OIL LEAK. ",8,CARDINAL
27061,19790609024769A,ENG. FAILED ON TAKEOFF. WATER IN FUEL. ACFT PARKED OUTSIDE FOR 11 MONTHS WITH PARTIALLY EMPTY FUEL TANKS.          ,11 MONTHS,DATE
27556,19790726019139A,ENGINE ACCESS DOOR CAME LOSE AND ENGINE SPUTTERED AFTER TAKE OFF. INSTRUCTOR ATTEMPED 180 BACK TO RUNWAY. UNABLE.  ,180,CARDINAL
27715,19790807029619I,PILOT FAILED TO SECURE OIL CAP ON PREFLIGHT. OIL WAS STREAMING OVER COWL AT LIFTOFF.                               ,COWL,PRODUCT
27792,19790703018439I,ENGINE STOPPED SHORTLY AFTER TAKE-OFF. AIRCRAFT STRUCK RUNWAY GEAR UP. PILOT DRAINED 3 QUARTS OF WATER FROM TANKS. ,3 QUARTS,QUANTITY
28145,19790813023739A,ENGINE FAILED DUE TO WATER AND TRASH IN FUEL. AIRCRAFT REFUELED FROM A BARREL. NO FILTER USED.                     ,BARREL,PRODUCT
28245,19790817031829I,ZA ZG STUDENT PILOT RAN OUT OF GAS AFTER 1 HOUR FLIGHT. FUEL GAUGES ALSO READ INCORRECTLY.                         ,1 HOUR,TIME
28491,19790820032669I,WHILE EN ROUTE OIL PRESSURE DROPPED TO 10 PSI. LANDED ON HIGHWAY AND FOUND OIL CAP HAD NOT BEEN PROPERLY SEATED.   ,10 PSI,QUANTITY
28537,19790718019229I,GROUND STAND BAGGAGE CART WITH INOPERATIVE BRAKES ROLLED INTO SIDE OF PARKED AIRCRAFT. 9 INCH TEAR IN FUSELAGE.    ,9 INCH,QUANTITY
29137,19790918023659I,PILOT OWNER FORGOT TO RECONNECT NOSE GEAR DOOR RETRACT RODS WHICH RESULTED IN JAMMING THE NOSE GEAR.               ,THE NOSE GEAR,PRODUCT
29188,19790929049639I,GEAR COLLAPSED 200 FEET AFTER START OF TAKEOFF RUN. SELECTOR SWITCH FOUND NOT IN THE FULL DOWN POSITION.           ,200 FEET,QUANTITY
29693,19791108054919I,"COCKPIT DOOR PARTIALLY OPENED AT ROTATION. PILOT ABORTED, RAN OFF END OF RUNWAY. PROP AND ONE MAIN GEAR DAMAGED.   ",ONE,CARDINAL
29859,19791102034159A,PILOT ATTEMPTED 180 DEGREE TURN WHEN ENGINE FAILED AFTER TAKEOFF. ENGINE FAILURE ATTRIBUTED TO WATR IN FUEL.       ,180,CARDINAL
31624,19791210036229A,ABORTED TAKEOFF WHEN ENGINE COWLING RAISED UP DUE TO BEING UNLATCHED ON ONE SIDE. RAN OFF END OF RUNWAY.           ,ONE,CARDINAL
156,19800114013749I,"DURING COPILOT LANDING, HE REVERSED ONE PROP MORE THAN OTHER.                                                      ",ONE,CARDINAL
272,19800120016369I,AIRCRAFT DIVERTED TO LOS ANGELES DUE TO STICKING FLAP. LUBRICATED FLAP JACKSCREW. RETURNED TO SERVICE.             ,LOS ANGELES,GPE
297,19800128019739I,SHOOTING TOUCH & GO LANDINGS. TEMPERATURE 16 BELOW ZERO FAHRENHEIT. ENGINE STOPPED. ICE CRYSTALS FOUND IN FUEL.    ,16,CARDINAL
314,19800127019329I,FORCED LANDING FROM ENGINE FAILURE. DESCREPANCY HAD BEEN WRITTEN UP AND AERO CLUB CAUTIONED ABOUT NEEDED MAINT.    ,AERO CLUB,ORG
1124,19800319040039I,"POWER LOSS ONE HOUR AFTER DEPARTURE, CAUSED BY LOSS OF OIL. LOOSE B-NUT ON OIL LINE AT OIL COOLER.                 ",ONE HOUR,TIME
1202,19800331045949I,ON TAKEOFF ROLL AT 60 MPH RIGHT MAIN GEAR STRUCK A WATER FILLED POTHOLE. FLIGHT ABORTED.                           ,60 MPH,QUANTITY
1768,19800328007979A,"PILOT RAN OUT OF FUEL. TRIED LANDING ON ROAD, HIT CAR. KILLED TWO PERSONS. PILOT HAD BEEN DRINKING.                ",TWO,CARDINAL
1768,19800328007979A,"PILOT RAN OUT OF FUEL. TRIED LANDING ON ROAD, HIT CAR. KILLED TWO PERSONS. PILOT HAD BEEN DRINKING.                ",PILOT,PERSON
2592,19800604051679I,"STUDENT PREFLIGHTED PLANE. STATED GAS TANKS FULL. AFTER 1.2 HOURS, RAN OUT OF GAS. LANDED IN FIELD.                ",1.2 HOURS,TIME
3100,19800413049409I,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,NORMAN SPOT,ORG
5156,19800712077549I,ENGINE RAN ROUGH THEN QUIT. LANDED SHORT OF RUNWAY. WATER IN FUEL TANK. WATER FOUND IN GAS STORAGE TANK NAVY BASE. ,NAVY BASE,ORG
6068,19801002072409I,ZD ZE NOSE BAGGAGE DOOR CAME OPEN ON TAKEOFF RUN. ABORTED TAKEOFF AND RAN OFF END OF RUNWAY. AC OUT OF ANNUAL      ,ANNUAL,DATE
6515,19800923070849I,"TOOK OFF WITH ONE GENERATOR INOPERATIVE, THE OTHER THEN FAILED, CAUSING INSUFFICIENT POWER TO LOCK LANDING GEAR.   ",ONE,CARDINAL
7456,19801116083749I,FORCED LANDING AFTER ONE ENGINE QUIT;FOUND ICE IN AUXILIARY FUEL SYSTEM.                                           ,ONE,CARDINAL
9227,19801209089649I,ZE NOSE WHEEL STEERING DAMAGED BY A 3 INCH VERTICAL RIDGE IN NEWLY LAID RUNWAY SURFACE. SURFACE NOT COMPLIANCE 139 ,3 INCH,QUANTITY
9227,19801209089649I,ZE NOSE WHEEL STEERING DAMAGED BY A 3 INCH VERTICAL RIDGE IN NEWLY LAID RUNWAY SURFACE. SURFACE NOT COMPLIANCE 139 ,139,CARDINAL
11558,19810718058739I,AIRCRAFT TOUCHED DOWN ON CONCRETE PART OF DRAINAGE AREA ON NEW AIRPORT. DAMAGED GEAR PROPELLER AND WING.           ,NEW AIRPORT,FAC
12034,19810801064069I,"ZA FUEL LEAKING IN FLIGHT,RETURNED, DURING LANDING NOSE GEAR WALKING BEAM FAILED. WALKING BEAM PN 1-261.           ",1,CARDINAL
12034,19810801064069I,"ZA FUEL LEAKING IN FLIGHT,RETURNED, DURING LANDING NOSE GEAR WALKING BEAM FAILED. WALKING BEAM PN 1-261.           ",261,CARDINAL
12465,19810627056699I,"DURING TAXI AT NIGHT STRUCK UNLIGHTED RUNWAY LIGHT, DAMAGING 2 BLADES ON RIGHT PROPELLER.                          ",2,CARDINAL
12569,19810731058459A,PILOT TOOK OFF WITH CONTROL LOCK ON AND CRASHED AFTER CLIMBING TO ALTITUDE OF FORTY FEET.                          ,FORTY FEET,QUANTITY
12914,19810625036259A,"TRIED TO TAKEOFF FROM TRAILER-BED WITH ONE SKID TIE-DOWN STILL FASTENED. HELICOPTER TOPPLED OVER, HIT GROUND CREW. ",ONE,CARDINAL
13491,19810814063719I,ZA ZG ZH ZK HEAVY RAIN WITH OIL ON WINDSHIELD. LANDED OK. NO OIL LEAKS. ALSO NON COMPLIANCE WITH 91.27 AND 91.31.  ,91.27,CARDINAL
13491,19810814063719I,ZA ZG ZH ZK HEAVY RAIN WITH OIL ON WINDSHIELD. LANDED OK. NO OIL LEAKS. ALSO NON COMPLIANCE WITH 91.27 AND 91.31.  ,91.31,CARDINAL
15096,19810911069739I,#2 ENGINE FLAMED OUT. FOUND RT WING FUEL TANK DRY ALSO RIGHT INBOARD FUEL PROBE READING 375 POUNDS WHEN TANK EMPTY.,2,CARDINAL
15096,19810911069739I,#2 ENGINE FLAMED OUT. FOUND RT WING FUEL TANK DRY ALSO RIGHT INBOARD FUEL PROBE READING 375 POUNDS WHEN TANK EMPTY.,375 POUNDS,MONEY
15177,19810913058939A,PILOT ATTEMPTED TAKEOFF WITH FLAPS. AIRCRAFT REACHED 200 TO 300 FEET THEN CRASHED OFF AIRPORT.                     ,200 TO 300 FEET,QUANTITY
16981,19811114084749I,PILOT LOST CONTROL AFTER TAKEOFF AND DIVED INTO GROUND WHEN 3X 1/4 A/N BOLT CAME OFF. 3 THREADS WERE STRIPPED.     ,1/4,CARDINAL
16981,19811114084749I,PILOT LOST CONTROL AFTER TAKEOFF AND DIVED INTO GROUND WHEN 3X 1/4 A/N BOLT CAME OFF. 3 THREADS WERE STRIPPED.     ,3,CARDINAL
17216,19820502025009I,"PILOT FLEW CROSS COUNTRY WITH LOW BATTERY. HAD RADIO TROUBLE, UNABLE TO ACTIVATE RUNWAY LIGHTS, DIVERTED TO LOGAN. ",LOGAN,GPE
17456,19820523020949A,LOOSE COWLING. LANDED ON ISLAND FIELD. FASTENED COWLING. NOSED OVER TRYING TO TAKEOFF ON ROUGH GROUND.             ,ISLAND FIELD,FAC
17537,19820507014589A,"UNSECURED CARGO STRAP BLEW OUT OPEN DOOR AND TANGLED IN TAIL ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING",TAIL ROTOR,PRODUCT
17911,19820528025609I,VAPOR FROM RIGHT ENGINE. RETURNED. FOUND LOOSE OIL CAP HAD SIPHONED EIGHT QUARTS OF OIL.                           ,EIGHT,CARDINAL
18348,19820311007049I,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,MEMPHIS,GPE
18915,19820602020319A,"PILOT FOUND CONTROLS LOCKED ON TAKEOFF. ABORTED, RAN OFF END OF RUNWAY HAD A 172 TYPE GUST LOCK IN CONTROL COLUMN. ",172,CARDINAL
19122,19820704028269A,"PILOT ACCIDENTLY RELEASED TOW AT 50 FOOT ALTITUDE, GLIDER HIT HARD DURING EMERGENCY LANDING.                       ",50 FOOT,QUANTITY
19741,19820829052799I,RIGHT ENGINE OIL QUANITY DECREASED. DIVERTED TO HOUSTON. FOUND OIL CAP OFF ON RIGHT ENGINE.                        ,HOUSTON,GPE
19968,19820704036229I,"TOOK OFF WITH FORWARD BAGGAGE DOOR OPEN. TWO PIECES OF BAGGAGE FELL OUT,CARGO DOOR WARNING LIGHT INOPERATIVE.      ",TWO,CARDINAL
20283,19820613024279A,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,200 FEET,QUANTITY
20432,19820725041999I,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ",COWLING,PERSON
21624,19821117066379I,PILOT UNABLE TO PRESSURIZE. FOUND ACCESS DOOR SLIGHTLY OPEN. DEPRESSURIZED. DOOR OPENED FULLY. STOPPED BY FUSELAGE.,FUSELAGE,PRODUCT
21669,19821009063279I,PILOT HIT A POST ON LANDING ROLLOUT. POST LOCATED 27 FEET FROM CENTERLINE. POST HIDDEN BY SAGEBRUSH.               ,27 FEET,QUANTITY
21974,19820912057439I,"AFTER UNLOADING PASSENGERS, PILOT DEPARTED WITH A STEEL METER BOX ON A FLOAT. BOX FELL AND WENT THROUGH A ROOF.    ",STEEL METER BOX,PRODUCT
23810,19830217010839I,PILOT EXPERIENCED AN UNWANTED OPENING OF THE MAIN CARGO DOOR. DOOR WAS NOT LOCKED PROPERLY. WARNING SYSTEM DEFECT. ,THE MAIN CARGO DOOR,PRODUCT
23888,19830404013119A,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,TWO MILES,QUANTITY
26073,19830707041439A,"ENGINE QUIT AT 600 FEET AFTER TAKEOFF. TURNED BACK TO RUNWAY, STRUCK TREES. FUEL SELECTOR IN INTERMEDIATE POSITION.",600 FEET,QUANTITY
26156,19830521020499A,ASSEMBLED RUDDERVATOR INCORRECTLY. PITCH UP ON TOW. CUT LOOSE AND STALLED 45 DEGREE NOSE AND WING DOWN GROUND IMPAC,45,CARDINAL
26226,19830630028079A,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF. GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY.,75 FEET,QUANTITY
26226,19830630028079A,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF. GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY.,180,CARDINAL
26470,19830725076039I,REFUELED AIRCRAFT WITH WRONG FUEL. CAPTAIN WAS WATCHING. ROUGH ENGINE ON CLIMB OUT. RETURNED.                      ,CAPTAIN,PERSON
27422,19830812044949A,ENGINE QUIT AT 300 FT ON TAKEOFF. STRUCK A TRACTOR LANDINGON NEARBY AG STRIP. WATER IN BLADDER FUEL TANK WRINKLES. ,300 FT,QUANTITY
27422,19830812044949A,ENGINE QUIT AT 300 FT ON TAKEOFF. STRUCK A TRACTOR LANDINGON NEARBY AG STRIP. WATER IN BLADDER FUEL TANK WRINKLES. ,AG STRIP,ORG
28968,19840118011879I,LANDED ON A ROAD DUE TO FUEL EXHAUSTION 30 MINUTES AFTER TAKEOFF. SUSPECT FUEL SUMP FROZE IN OPEN POSITION         ,30 MINUTES,TIME
29100,19840129002899A,CRASHED SHORTLY AFTER LIFTOFF. FOUND REAR CONTROL STICK SECURED IN FULL AFT POSITION BY THE SEAT BELT.             ,THE SEAT BELT,WORK_OF_ART
29142,19840406014179A,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY. DARK NIGHT FOG AND SNOW SHOWERS.   ,NIGHT,TIME
31571,19840712064689A,BOTH ENGINES QUIT EN ROUTE. HIT TREES ON FORCED LANDING. FUEL INLET SCREENS FOULED. AIRCRAFT NOT FLOWN FOR 2 YEARS.,2 YEARS,DATE
32287,19840805042689A,STUDENT PILOT CARRYING PASSENGER ATTEMPTED TAKEOFF WITH FULL FLAPS EXTENDED. ARICRAFT STALLED AFTER LIFT OFF.      ,ARICRAFT,PRODUCT
32525,19841020061099A,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH THE WHEELS EXTENDED. THE AIRCRAFT NOSED OVER IN THE WATER.         ,AMPHIBIAM AIRCRAFT,PRODUCT
32659,19840730069569I,NOTIFIED BY OTHER AIRCRAFT NR 2 ENGINE COWLING WAS OPEN. ABORTED TAKEOFF. CENTER AND FORWARD LATCHES NOT LATCHED.  ,NR 2 ENGINE COWLING,PRODUCT
33215,19841011055379A,ATTEMPTED GO AROUND WITH CARB HEAT ON AND FLAPS DOWN. TWO CYLINDERS HAD LOW COMPRESSION. STRUCK TREE AND GROUND.   ,TWO,CARDINAL
33645,19840922050589A,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT. SETTLED INTO TREES.                                      ,AIRCRAFT,PRODUCT
33836,19840728035989A,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.  ,COPILOT,PERSON
34032,19840828044039A,AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT. TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER.            ,TWO,CARDINAL
34111,19840920049879A,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ",OCEAN,LOC
34111,19840920049879A,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ",147 GALLONS,QUANTITY
34366,19841121073629I,"ENGINE QUIT AFTER TAKEOFF. LANDED IN FIELD. 2 QUARTS OF WATER IN LEFT FUEL TANK, WATER IN CARBURETOR, GASCOLATOR.  ",2,CARDINAL
34366,19841121073629I,"ENGINE QUIT AFTER TAKEOFF. LANDED IN FIELD. 2 QUARTS OF WATER IN LEFT FUEL TANK, WATER IN CARBURETOR, GASCOLATOR.  ",CARBURETOR,PRODUCT
34409,19841214074599I,WHILE TAXIING LOST NOSEWHEEL STEERING AND BRAKES. STRUCK 2 AIRCRAFT AND FENCE. CIRCUIT BREAKER HYDRAULIC PUMP OPEN.,2,CARDINAL
34427,19841117062449A,"PILOT LEFT FUEL STRAINER VALVE IN THE OPEN POSITION. FUEL STARVATION, BOTH ENGINES QUIT, EMERGENCY LANDING.        ",FUEL STRAINER VALVE,PRODUCT
34450,19841201065849A,AIRCRAFT COLLIDED WITH TREES AND TERRAIN IN BOTTOM OF A CANYON. SUSPECT WATER IN FUEL SYSTEM CAUSE THE POWER LOSS. ,CANYON,LOC
34797,19841110063299A,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.    ",PLILOT,PERSON
35024,19841105073069I,LANDED IMMEDIATELY AFTER TAKEOFF ON SAME RUNWAY. OVER ONE PINT OF WATER WAS IN TANKS AND SYSTEM.                   ,OVER ONE PINT,MONEY
35054,19841220069339A,"DID NOT SET IN ALTIMETER SETTING, READ 300 FEET HIGH. LOW AT MINIMUM DESCENT ALTITUDE, IMPACTED TREES.             ",300 FEET,QUANTITY
40,19850103007209I,"NOTAM SAID 50 FT WIDTH SNOW CLEARED. AREA CLEARED WAS 30 FT WITH CURVE. WHEEL STRUCK SNOWBANK, ENGINES INTO SNOW.  ",50 FT,QUANTITY
40,19850103007209I,"NOTAM SAID 50 FT WIDTH SNOW CLEARED. AREA CLEARED WAS 30 FT WITH CURVE. WHEEL STRUCK SNOWBANK, ENGINES INTO SNOW.  ",30 FT,QUANTITY
1795,19850506015649A,"LOST POWER DURING TAKEOFF FROM FARM STRIP. LANDED IN FIELD,FLIPPED INVERTED. WATER FOUND IN CARBURETOR BOWL.       ",FARM STRIP,FAC
1830,19850503015639A,"LOST POWER (.4)THE INSTRUCTOR PLT (CFI) REPORTED THAT WHILE HE WAS INSTRUCTING THE STUDENT ON TAKEOFFS & LANDING, T",.4,CARDINAL
1830,19850503015639A,"LOST POWER (.4)THE INSTRUCTOR PLT (CFI) REPORTED THAT WHILE HE WAS INSTRUCTING THE STUDENT ON TAKEOFFS & LANDING, T",CFI,ORG
2070,19850522037539I,"POWER LOSS ON ENGINES DUE TO WATER IN FUEL, GEAR PARTIALLY EXTENDED, LOW HYDRAULIC FLUID. AIRCRAFT SAT FOR 5 MONTHS",5 MONTHS,DATE
2546,19850525020799A,TOUCHED DOWN LONG AND BOUNCED. ATTEMPTED DOWNWIND GO AROUND WITH FULL FLAPS. STRUCK TREE 3 MILES FROM AIRPORT.     ,3 MILES,QUANTITY
2980,19850702029069A,"MUD NESTS BLOCKED FUEL CAP VENTS, FUEL STARVATION. STALLED ON TURN TO FIELD 4 MILES WEST OF GREENBRIER VALLEY ARPT.",4 MILES,QUANTITY
2980,19850702029069A,"MUD NESTS BLOCKED FUEL CAP VENTS, FUEL STARVATION. STALLED ON TURN TO FIELD 4 MILES WEST OF GREENBRIER VALLEY ARPT.",GREENBRIER VALLEY ARPT,FAC
3662,19850816043229A,GEAR COLLAPSED AT 60 MPH ON TAKEOFF ROLL. NO MALFUNCTION FOUND IN RETRACTION SYSTEM. POSSIBLE GEAR HANDLE UNLOCKED.,60 MPH,QUANTITY
3765,19850805040409A,IMPACTED IN BACKYARDS OF RESIDENCES AFTER FUEL EXHAUSTION. FUEL GAUGES COMPLETELY UNRELIABLE. ANNUAL EXPIRED IN 84.,84,DATE
